uid,gid,player,del,first,last,name,position1,pat,fgs,fgm,fgl,fp,game,seas,year,team
9664,4876,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,2,0,0,10,6,23,2018,IND
9667,4878,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,1,1,1,14,5,6,2018,WAS
9669,4879,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,3,0,0,11,2,5,2018,LA
9670,4879,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,2,0,0,8,6,6,2018,DEN
9671,4880,BM-0062,KEEP,Brett,Maher,Brett Maher,K,4,1,1,2,21,6,6,2018,DAL
9672,4880,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,0,0,0,1,6,4,2018,JAC
9673,4881,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,3,0,0,0,3,6,7,2018,BAL
9674,4882,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,4,2,2,0,18,6,2,2018,KC
9675,4882,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,3,1,1,22,6,13,2018,NE
9676,4883,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,3,0,15,6,14,2018,SF
9677,4883,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,3,0,1,17,6,12,2018,GB
9678,4884,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,6,0,1,0,10,7,6,2018,DEN
9680,4885,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,2,0,0,7,6,10,2018,TEN
9681,4885,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,2,2,0,0,8,2,1,2018,LAC
9682,4886,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,0,8,7,13,2018,NE
9683,4886,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,4,0,1,0,8,6,5,2018,CHI
9684,4887,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,1,0,0,5,7,23,2018,IND
9685,4887,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,0,0,3,6,11,2018,BUF
9686,4888,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,2,0,2,0,10,7,3,2018,HOU
9687,4888,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,0,0,0,1,7,4,2018,JAC
9688,4889,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,6,1,0,0,9,7,2,2018,KC
9689,4889,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,1,1,0,0,4,7,7,2018,CIN
9690,4890,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,3,0,1,16,6,13,2018,DET
9691,4890,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,3,0,0,0,3,7,1,2018,MIA
9692,4891,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,4,2,1,0,14,4,8,2018,MIN
9693,4891,JM-7000,KEEP,Jason,Myers,Jason Myers,K,2,0,0,1,7,7,4,2018,NYJ
9694,4892,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,2,0,1,0,6,7,2,2018,PHI
9697,4893,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,3,0,0,0,3,5,1,2018,CLE
9698,4894,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,1,0,0,5,7,7,2018,BAL
9699,4894,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,3,1,0,0,6,6,3,2018,NO
9700,4895,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,2,0,0,8,6,6,2018,WAS
9701,4895,BM-0062,KEEP,Brett,Maher,Brett Maher,K,2,0,1,0,6,7,6,2018,DAL
9702,4896,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,4,3,0,0,13,2,7,2018,LA
9703,4896,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,0,1,6,7,14,2018,SF
9705,4897,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,0,2,0,0,6,7,3,2018,NYG
9706,4898,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,2,1,2,0,13,8,1,2018,MIA
9707,4898,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,6,0,0,0,6,8,3,2018,HOU
9708,4899,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,0,2,0,2,16,8,4,2018,JAC
9709,4899,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,3,1,0,0,6,8,2,2018,PHI
9710,4900,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,3,0,0,0,3,8,7,2018,BAL
9712,4901,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,3,1,0,0,6,7,5,2018,CHI
9713,4901,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,0,1,0,5,8,4,2018,NYJ
9714,4902,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,4,0,1,0,8,8,7,2018,CIN
9716,4903,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,0,0,2,7,13,2018,DET
9718,4904,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,1,0,0,5,8,6,2018,DEN
9719,4904,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,3,1,0,0,6,8,2,2018,KC
9720,4905,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,1,0,1,10,7,6,2018,WAS
9721,4905,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,1,2,0,0,7,8,3,2018,NYG
9722,4906,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,0,1,1,0,7,6,1,2018,CLE
9723,4906,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,4,0,1,0,8,7,5,2018,PIT
9724,4907,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,2,0,0,10,8,23,2018,IND
9725,4907,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,4,0,0,0,4,3,1,2018,OAK
9727,4908,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,2,0,0,7,8,14,2018,SF
9728,4909,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,1,1,12,7,12,2018,GB
9729,4909,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,1,1,1,0,8,3,7,2018,LA
9730,4910,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,3,0,2,1,16,7,3,2018,NO
9731,4910,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,0,0,0,2,5,8,2018,MIN
9732,4911,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,3,1,0,14,8,13,2018,NE
9733,4911,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,0,1,1,9,7,11,2018,BUF
9734,4912,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,0,1,0,0,3,4,1,2018,OAK
9735,4912,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,0,0,10,9,14,2018,SF
9736,4913,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,3,0,0,10,9,7,2018,BAL
9737,4913,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,2,1,0,0,5,8,5,2018,PIT
9738,4914,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,5,1,1,0,12,8,5,2018,CHI
9739,4914,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,0,1,0,4,8,11,2018,BUF
9742,4916,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,4,1,0,0,7,9,2,2018,KC
9743,4916,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,0,0,0,1,5,7,1,2018,CLE
9744,4917,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,1,1,1,0,8,9,1,2018,MIA
9745,4917,JM-7000,KEEP,Jason,Myers,Jason Myers,K,0,0,1,1,9,9,4,2018,NYJ
9746,4918,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,1,0,0,6,6,8,2018,MIN
9747,4918,MP-2100,KEEP,Matt,Prater,Matt Prater,K,0,3,0,0,9,8,13,2018,DET
9749,4919,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,0,0,0,2,8,6,2018,WAS
9750,4920,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,1,1,1,0,8,9,3,2018,HOU
9751,4920,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,0,1,0,6,9,6,2018,DEN
9754,4922,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,6,0,0,1,11,8,3,2018,NO
9755,4922,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,3,1,0,1,11,4,7,2018,LA
9756,4923,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,9,13,2018,NE
9757,4923,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,0,0,5,8,12,2018,GB
9758,4924,BM-0062,KEEP,Brett,Maher,Brett Maher,K,2,0,0,0,2,8,6,2018,DAL
9759,4924,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,0,0,0,4,7,10,2018,TEN
9761,4925,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,7,0,0,1,12,9,5,2018,PIT
9762,4926,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,0,0,0,2,9,5,2018,CHI
9763,4926,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,0,1,6,9,13,2018,DET
9764,4927,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,6,1,2,0,17,9,3,2018,NO
9765,4927,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,2,0,0,0,2,9,7,2018,CIN
9766,4928,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,4,0,0,0,4,8,1,2018,CLE
9768,4929,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,0,0,7,9,12,2018,GB
9769,4929,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,0,2,2,0,14,10,1,2018,MIA
9770,4930,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,0,0,3,9,23,2018,IND
9771,4930,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,2,1,0,1,10,9,4,2018,JAC
9772,4931,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,2,0,2,0,10,10,2,2018,KC
9774,4932,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,5,1,0,1,13,9,11,2018,BUF
9775,4932,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,0,0,1,6,10,4,2018,NYJ
9776,4933,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,1,1,2,0,12,9,6,2018,WAS
9778,4934,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,2,0,0,10,8,10,2018,TEN
9779,4934,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,0,0,1,6,10,13,2018,NE
9780,4935,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,0,1,1,0,7,5,1,2018,OAK
9781,4935,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,2,1,1,0,9,3,1,2018,LAC
9783,4936,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,3,3,0,0,12,5,7,2018,LA
9784,4937,BM-0062,KEEP,Brett,Maher,Brett Maher,K,3,2,0,0,9,9,6,2018,DAL
9785,4937,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,2,1,0,1,10,9,2,2018,PHI
9786,4938,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,2,0,1,13,10,14,2018,SF
9787,4938,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,3,2,0,0,9,9,3,2018,NYG
9788,4939,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,0,0,6,10,12,2018,GB
9790,4940,BM-0062,KEEP,Brett,Maher,Brett Maher,K,1,1,1,1,13,10,6,2018,DAL
9791,4940,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,1,2,1,17,7,17,2018,ATL
9792,4941,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,1,2,0,1,12,10,7,2018,BAL
9793,4941,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,3,0,0,0,3,10,7,2018,CIN
9794,4942,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,0,1,2,0,11,10,5,2018,CHI
9795,4942,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,0,2,0,0,6,7,8,2018,MIN
9797,4943,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,1,10,10,13,2018,DET
9798,4944,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,1,0,0,8,10,23,2018,IND
9799,4944,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,1,0,5,9,10,2018,TEN
9800,4945,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,6,2,0,0,12,10,3,2018,NO
9801,4945,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,1,0,0,0,1,10,2,2018,PHI
9802,4946,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,5,0,0,1,10,10,3,2018,NYG
9803,4946,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,5,0,0,0,5,3,5,2018,TB
9804,4947,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,2,2,0,1,13,10,3,2018,HOU
9805,4947,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,3,0,0,0,3,10,6,2018,WAS
9806,4948,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,2,2,1,0,12,6,1,2018,OAK
9808,4949,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,1,1,2,0,12,4,1,2018,LAC
9809,4949,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,1,0,0,5,10,6,2018,DEN
9810,4950,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,1,2,0,12,10,4,2018,JAC
9811,4950,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,2,0,0,0,2,10,5,2018,PIT
9812,4951,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,6,2,0,0,12,6,7,2018,LA
9813,4951,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,6,1,0,0,9,11,2,2018,KC
9814,4952,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,0,0,4,11,13,2018,DET
9815,4952,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,2,0,1,0,6,11,5,2018,CHI
9816,4953,BM-0062,KEEP,Brett,Maher,Brett Maher,K,4,1,0,0,7,11,6,2018,DAL
9817,4953,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,2,1,0,0,5,11,6,2018,WAS
9818,4954,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,4,1,0,0,7,11,3,2018,NO
9819,4954,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,0,0,5,8,17,2018,ATL
9820,4955,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,2,0,1,0,6,7,1,2018,OAK
9821,4955,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,4,1,1,0,11,11,7,2018,BAL
9822,4956,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,3,1,0,0,6,10,11,2018,BUF
9823,4956,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,3,0,0,0,3,11,4,2018,JAC
9826,4958,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,5,0,0,0,5,9,1,2018,CLE
9827,4958,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,2,0,0,0,2,11,7,2018,CIN
9828,4959,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,3,1,0,0,6,11,1,2018,MIA
9829,4959,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,1,0,10,11,23,2018,IND
9830,4960,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,1,0,1,9,11,4,2018,NYJ
9831,4960,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,0,0,9,11,13,2018,NE
9832,4961,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,1,2,0,1,12,11,3,2018,NYG
9833,4961,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,0,1,2,0,11,11,2,2018,PHI
9834,4962,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,1,1,0,10,4,5,2018,TB
9835,4962,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,1,0,0,3,11,14,2018,SF
9837,4963,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,6,1,0,0,9,5,1,2018,LAC
9838,4964,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,2,0,1,0,6,11,5,2018,PIT
9839,4964,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,0,1,0,7,11,6,2018,DEN
9840,4965,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,0,0,5,11,12,2018,GB
9841,4965,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,1,0,0,6,8,8,2018,MIN
9842,4966,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,1,0,0,5,10,10,2018,TEN
9843,4966,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,4,0,2,0,12,11,3,2018,HOU
9844,4967,BM-0062,KEEP,Brett,Maher,Brett Maher,K,1,1,1,0,8,12,6,2018,DAL
9845,4967,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,1,1,0,0,4,12,3,2018,NO
9846,4968,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,0,1,0,5,9,17,2018,ATL
9847,4968,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,1,3,0,17,12,7,2018,BAL
9848,4969,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,3,1,0,0,6,12,6,2018,DEN
9849,4969,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,1,1,0,0,4,12,7,2018,CIN
9850,4970,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,3,1,2,0,14,7,7,2018,LA
9851,4970,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,3,0,0,10,12,13,2018,DET
9852,4971,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,0,0,5,12,12,2018,GB
9853,4971,ZG-0050,KEEP,Zane,Gonzalez,Zane Gonzalez,K,2,0,2,0,10,3,2,2018,ARI
9854,4972,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,2,2,2,1,21,12,3,2018,HOU
9855,4972,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,1,0,0,0,1,10,1,2018,CLE
9856,4973,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,0,2,0,0,6,12,4,2018,JAC
9857,4974,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,3,0,0,0,3,12,1,2018,MIA
9858,4974,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,0,0,3,11,11,2018,BUF
9859,4975,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,3,1,1,1,15,12,3,2018,NYG
9860,4975,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,3,2,0,0,9,12,5,2018,CHI
9861,4976,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,2,1,0,0,5,6,1,2018,LAC
9862,4976,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,3,0,1,0,7,12,5,2018,PIT
9863,4977,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,3,1,0,0,6,5,5,2018,TB
9865,4978,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,4,1,0,1,12,12,2,2018,KC
9866,4978,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,3,0,1,1,12,8,1,2018,OAK
9867,4979,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,3,1,1,19,12,4,2018,NYJ
9868,4979,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,2,0,0,8,11,10,2018,TEN
9869,4980,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,0,0,6,12,13,2018,NE
9870,4980,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,1,0,0,4,9,8,2018,MIN
9872,4981,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,1,0,5,12,14,2018,SF
9873,4982,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,2,0,2,0,10,12,2,2018,PHI
9874,4982,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,1,0,2,0,9,12,6,2018,WAS
9875,4983,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,3,1,0,0,6,12,10,2018,TEN
9876,4983,JL-0207,KEEP,Josh,Lambo,Josh Lambo,K,1,0,0,0,1,13,4,2018,JAC
9877,4984,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,3,0,0,11,12,11,2018,BUF
9878,4984,JM-7000,KEEP,Jason,Myers,Jason Myers,K,3,1,1,0,10,13,4,2018,NYJ
9879,4985,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,0,1,0,1,8,8,7,2018,LA
9880,4985,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,1,2,0,0,7,13,5,2018,CHI
9882,4986,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,2,0,2,0,10,11,1,2018,CLE
9883,4987,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,10,17,2018,ATL
9884,4987,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,0,1,1,13,13,12,2018,GB
9885,4988,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,3,0,0,0,3,13,3,2018,HOU
9886,4988,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,0,1,8,12,23,2018,IND
9887,4989,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,3,2,0,0,9,13,2,2018,KC
9888,4989,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,3,1,0,0,6,13,7,2018,BAL
9889,4990,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,0,0,9,13,13,2018,NE
9890,4990,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,4,0,0,0,4,13,1,2018,MIA
9891,4991,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,2,0,0,0,2,6,5,2018,TB
9892,4991,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,2,2,0,0,8,13,3,2018,NO
9893,4992,AR-1450,KEEP,Aldrick,Rosas,Aldrick Rosas,K,4,2,0,0,10,13,3,2018,NYG
9894,4993,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,2,2,1,1,17,7,1,2018,LAC
9895,4993,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,0,1,2,0,11,13,7,2018,CIN
9896,4994,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,1,0,9,13,14,2018,SF
9897,4994,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,2,0,0,0,2,13,6,2018,DEN
9898,4995,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,1,0,6,13,13,2018,DET
9899,4995,ZG-0050,KEEP,Zane,Gonzalez,Zane Gonzalez,K,0,1,0,0,3,4,2,2018,ARI
9900,4996,BM-0062,KEEP,Brett,Maher,Brett Maher,K,2,2,0,1,13,13,6,2018,DAL
9901,4996,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,2,1,0,0,5,13,2,2018,PHI
9902,4997,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,3,0,1,0,7,9,1,2018,OAK
9903,4997,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,3,0,0,0,3,13,5,2018,PIT
9905,4998,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,0,0,0,1,10,8,2018,MIN
9906,4999,HB-0500,KEEP,Harrison,Butker,Harrison Butker,K,4,0,0,0,4,14,2,2018,KC
9907,4999,MB-0020,KEEP,Michael,Badgley,Michael Badgley,K,3,0,0,0,3,8,1,2018,LAC
9908,5000,KF-0075,KEEP,Ka'imi,Fairbairn,Ka'imi Fairbairn,K,2,1,3,1,22,14,3,2018,HOU
9909,5000,JM-7000,KEEP,Jason,Myers,Jason Myers,K,1,1,0,0,4,14,4,2018,NYJ
9910,5001,GJ-1200,KEEP,Greg,Joseph,Greg Joseph,K,2,0,1,0,6,12,1,2018,CLE
9911,5001,BM-1650,KEEP,Brandon,McManus,Brandon McManus,K,1,1,2,0,12,14,6,2018,DEN
9912,5002,ZG-0050,KEEP,Zane,Gonzalez,Zane Gonzalez,K,2,0,0,0,2,5,2,2018,ARI
9913,5002,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,2,0,0,10,11,17,2018,ATL
9914,5003,JT-3950,KEEP,Justin,Tucker,Justin Tucker,K,2,2,0,0,8,14,7,2018,BAL
9915,5003,CS-0250,KEEP,Cairo,Santos,Cairo Santos,K,0,2,0,0,6,7,5,2018,TB
9916,5004,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,0,0,0,2,13,11,2018,BUF
9917,5004,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,0,0,1,14,13,2018,DET
9918,5005,CP-0575,KEEP,Cody,Parkey,Cody Parkey,K,3,1,0,0,6,14,5,2018,CHI
9919,5005,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,0,0,3,0,12,14,12,2018,GB
9920,5006,RB-4650,KEEP,Randy,Bullock,Randy Bullock,K,3,3,0,0,12,14,7,2018,CIN
9921,5006,DC-0450,KEEP,Daniel,Carlson,Daniel Carlson,K,1,1,1,1,13,10,1,2018,OAK
9922,5007,BM-0062,KEEP,Brett,Maher,Brett Maher,K,0,0,0,0,0,14,6,2018,DAL
9923,5007,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,1,2,0,13,13,23,2018,IND
9924,5008,DH-3970,KEEP,Dustin,Hopkins,Dustin Hopkins,K,1,2,1,0,11,13,6,2018,WAS
9925,5008,KF-0250,KEEP,Kai,Forbath,Kai Forbath,K,1,1,1,0,8,1,8,2018,JAC
9926,5009,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,5,2,0,0,11,11,8,2018,MIN
9927,5009,JS-0350,KEEP,Jason,Sanders,Jason Sanders,K,2,1,0,0,5,14,1,2018,MIA
9928,5010,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,1,0,0,5,13,10,2018,TEN
9930,5011,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,3,1,0,15,14,14,2018,SF
9931,5012,CB-2275,KEEP,Chris,Boswell,Chris Boswell,K,2,0,1,0,6,14,5,2018,PIT
9932,5012,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,1,0,0,4,14,13,2018,NE
9933,5013,JE-0250,KEEP,Jake,Elliott,Jake Elliott,K,3,1,1,1,15,14,2,2018,PHI
9934,5013,GZ-2000,KEEP,Greg,Zuerlein,Greg Zuerlein,K,2,2,1,0,12,9,7,2018,LA
9936,5014,WL-0300,KEEP,Wil,Lutz,Wil Lutz,K,0,1,1,0,7,14,3,2018,NO
