uid,gid,player,del,first,last,name,position1,pat,fgs,fgm,fgl,fp,game,seas,year,team
5379,2711,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,0,0,0,4,4,15,2010,IND
5388,2715,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,0,1,0,4,4,6,2010,CHI
5390,2716,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,2,0,0,11,4,5,2010,NE
5393,2718,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,0,0,7,5,6,2010,CIN
5395,2719,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,2,0,0,8,5,9,2010,ATL
5399,2721,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,2,2,0,15,5,15,2010,IND
5400,2721,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,0,1,2,0,11,4,2,2010,KC
5401,2722,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,1,0,1,9,5,4,2010,GB
5403,2723,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,1,1,14,5,6,2010,CHI
5406,2724,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,0,5,5,5,2010,DEN
5417,2730,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,4,0,1,19,5,4,2010,NYJ
5419,2731,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,2,0,0,8,6,6,2010,CHI
5421,2732,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,1,0,9,6,4,2010,GB
5426,2734,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,3,0,0,11,5,5,2010,NE
5430,2736,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,0,0,5,6,9,2010,ATL
5433,2738,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,1,0,0,7,5,2,2010,KC
5439,2741,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,0,1,8,6,4,2010,NYJ
5440,2741,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,1,1,11,6,5,2010,DEN
5443,2743,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,1,0,10,6,15,2010,IND
5447,2745,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,0,1,0,8,7,9,2010,ATL
5448,2745,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,0,0,8,6,6,2010,CIN
5449,2746,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,7,6,2010,CHI
5453,2748,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,6,0,0,0,6,6,2,2010,KC
5468,2755,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,2,1,0,12,6,5,2010,NE
5470,2756,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,0,0,2,7,5,2010,DEN
5471,2757,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,0,0,0,4,7,4,2010,GB
5475,2759,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,0,0,2,7,6,2010,CIN
5481,2762,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,2,0,0,7,7,2,2010,KC
5485,2764,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,0,1,2,0,11,8,4,2010,GB
5486,2764,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,0,0,0,0,7,4,2010,NYJ
5488,2765,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,0,0,4,8,5,2010,DEN
5494,2768,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,0,0,0,4,7,5,2010,NE
5499,2771,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,2,1,0,13,7,15,2010,IND
5501,2772,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,1,0,10,8,9,2010,ATL
5503,2773,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,8,6,2010,CHI
5506,2774,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,1,0,0,0,1,8,5,2010,NE
5509,2775,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,3,0,0,11,8,4,2010,NYJ
5522,2781,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,0,0,6,8,15,2010,IND
5523,2782,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,1,1,0,9,8,2,2010,KC
5525,2783,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,1,0,0,9,9,4,2010,GB
5528,2784,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,0,0,0,3,8,6,2010,CIN
5529,2785,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,0,1,10,9,9,2010,ATL
5534,2787,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,2,0,0,9,9,6,2010,CHI
5536,2788,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,2,0,0,8,9,4,2010,NYJ
5537,2789,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,1,0,12,9,15,2010,IND
5538,2789,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,1,0,0,5,9,6,2010,CIN
5545,2793,MP-2100,KEEP,Matt,Prater,Matt Prater,K,7,0,0,0,7,9,5,2010,DEN
5546,2793,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,0,1,0,6,9,2,2010,KC
5557,2799,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,1,1,13,10,6,2010,CHI
5562,2802,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,3,0,0,12,10,4,2010,NYJ
5573,2807,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,1,0,0,7,10,2,2010,KC
5575,2808,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,0,1,0,8,10,4,2010,GB
5579,2810,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,3,1,0,15,10,9,2010,ATL
5582,2812,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,0,0,0,4,10,15,2010,IND
5585,2814,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,0,0,2,10,5,2010,DEN
5591,2817,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,0,6,11,4,2010,NYJ
5593,2818,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,1,0,9,11,9,2010,ATL
5594,2818,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,2,1,0,0,5,11,4,2010,GB
5598,2820,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,1,0,0,7,11,6,2010,CHI
5608,2826,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,6,0,0,0,6,11,2,2010,KC
5612,2828,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,0,2,0,11,11,5,2010,DEN
5614,2829,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,0,0,2,11,15,2010,IND
5623,2833,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,0,0,1,8,12,6,2010,CHI
5625,2834,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,1,0,11,12,4,2010,GB
5628,2836,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,1,0,5,12,2,2010,KC
5629,2836,MP-2100,KEEP,Matt,Prater,Matt Prater,K,0,1,1,0,7,12,5,2010,DEN
5636,2840,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,0,0,0,4,12,9,2010,ATL
5645,2844,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,5,0,0,0,5,12,15,2010,IND
5649,2846,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,1,0,0,3,12,4,2010,NYJ
5650,2847,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,2,1,0,13,13,15,2010,IND
5655,2849,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,0,0,1,13,6,2010,CHI
5656,2850,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,0,0,1,0,4,13,4,2010,GB
5662,2853,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,0,0,7,13,9,2010,ATL
5671,2857,NF-0300,KEEP,Nick,Folk,Nick Folk,K,0,1,1,0,7,13,4,2010,NYJ
5672,2858,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,2,0,0,7,1,3,2010,DEN
5689,2867,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,2,0,0,10,14,15,2010,IND
5692,2868,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,3,1,0,1,11,13,2,2010,KC
5704,2874,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,2,0,0,10,14,9,2010,ATL
5705,2875,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,2,0,0,8,14,4,2010,NYJ
5708,2876,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,1,2,0,13,2,3,2010,DEN
5709,2877,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,0,0,9,14,4,2010,GB
5712,2878,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,4,0,0,16,14,6,2010,CHI
5719,2882,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,5,1,0,0,8,15,6,2010,CHI
5720,2882,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,2,0,0,10,15,4,2010,NYJ
5723,2884,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,1,1,0,11,14,2,2010,KC
5734,2889,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,4,1,0,0,7,15,15,2010,IND
5736,2890,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,3,1,0,0,6,3,3,2010,DEN
5737,2891,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,1,0,0,9,15,4,2010,GB
5742,2893,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,15,9,2010,ATL
5745,2895,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,0,1,0,8,16,9,2010,ATL
5751,2898,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,1,0,0,3,16,6,2010,CHI
5752,2898,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,1,0,0,4,16,4,2010,GB
5753,2899,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,3,0,14,16,15,2010,IND
5755,2900,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,1,0,0,4,15,2,2010,KC
5767,2906,NF-0300,KEEP,Nick,Folk,Nick Folk,K,5,1,0,0,8,16,4,2010,NYJ
5773,2909,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,0,0,0,4,4,3,2010,DEN
5779,2912,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,1,1,1,13,17,15,2010,IND
5780,2912,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,1,0,0,5,17,4,2010,NYJ
5782,2913,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,0,0,1,16,2,2010,KC
5784,2914,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,17,4,2010,GB
5787,2916,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,0,0,0,3,17,9,2010,ATL
5788,2916,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,1,1,0,13,18,4,2010,GB
5789,2917,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,5,0,0,0,5,17,6,2010,CHI
5791,2918,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,0,0,4,18,4,2010,NYJ
5793,2919,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,0,0,0,3,19,4,2010,GB
5794,2919,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,0,2,18,6,2010,CHI
5796,2920,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,1,0,6,19,4,2010,NYJ
5797,2921,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,4,1,0,0,7,20,4,2010,GB
5799,2922,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,0,0,0,6,1,5,2011,GB
5801,2923,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,2,1,0,13,1,7,2011,CHI
5802,2923,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,0,1,1,0,7,1,10,2011,ATL
5804,2924,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,0,1,1,16,2011,IND
5806,2925,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,0,0,0,1,1,3,2011,KC
5809,2927,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,1,1,0,10,1,7,2011,CIN
5824,2934,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,1,0,0,5,1,4,2011,SEA
5825,2935,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,1,0,0,6,1,1,2011,DAL
5826,2935,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,1,11,1,5,2011,NYJ
5828,2936,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,1,0,0,8,1,6,2011,NE
5829,2937,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,2,0,0,8,1,6,2011,DEN
5834,2940,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,2,1,0,13,2,5,2011,NYJ
5842,2944,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,1,1,0,8,2,7,2011,CHI
5845,2945,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,3,0,0,12,2,5,2011,GB
5846,2946,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,3,0,1,15,2,16,2011,IND
5849,2947,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,0,1,0,0,3,2,3,2011,KC
5850,2948,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,1,1,0,10,2,1,2011,DAL
5852,2949,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,1,0,0,6,2,6,2011,DEN
5853,2949,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,1,0,11,2,7,2011,CIN
5856,2951,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,1,1,0,10,2,6,2011,NE
5858,2952,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,5,0,0,0,5,2,10,2011,ATL
5864,2955,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,0,0,0,2,3,6,2011,DEN
5872,2959,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,3,6,2011,NE
5876,2961,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,0,2,0,0,6,3,7,2011,CIN
5879,2962,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,0,6,3,5,2011,NYJ
5882,2964,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,1,0,0,5,3,3,2011,KC
5885,2965,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,2,0,0,7,3,10,2011,ATL
5886,2966,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,0,0,9,3,5,2011,GB
5887,2966,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,1,0,0,5,3,7,2011,CHI
5889,2967,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,1,0,1,9,2,4,2011,SEA
5891,2968,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,2,0,0,8,3,16,2011,IND
5893,2969,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,0,3,3,0,21,3,1,2011,DAL
5894,2970,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,2,1,0,13,4,1,2011,DAL
5897,2971,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,0,0,10,4,7,2011,CHI
5902,2974,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,1,0,12,4,7,2011,CIN
5904,2975,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,2,1,2,21,4,3,2011,KC
5912,2979,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,0,2,1,16,4,10,2011,ATL
5913,2979,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,0,0,0,4,3,4,2011,SEA
5916,2981,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,0,5,4,6,2011,DEN
5917,2981,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,7,0,0,0,7,4,5,2011,GB
5919,2982,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,0,1,0,8,4,6,2011,NE
5923,2984,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,1,0,6,4,5,2011,NYJ
5924,2985,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,1,0,6,4,16,2011,IND
5930,2988,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,0,1,1,13,4,4,2011,SEA
5933,2989,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,0,1,0,7,5,7,2011,CIN
5934,2990,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,0,0,1,8,5,16,2011,IND
5935,2990,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,0,0,0,4,5,3,2011,KC
5944,2995,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,3,2,1,0,13,5,6,2011,NE
5945,2995,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,0,0,3,5,5,2011,NYJ
5947,2996,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,0,0,4,5,6,2011,DEN
5948,2997,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,0,0,0,2,5,10,2011,ATL
5949,2997,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,1,3,0,1,15,5,5,2011,GB
5951,2998,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,1,0,2,0,9,5,7,2011,CHI
5953,2999,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,0,0,7,6,10,2011,ATL
5956,3001,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,1,1,0,10,6,7,2011,CIN
5957,3001,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,2,0,1,0,6,6,16,2011,IND
5961,3003,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,1,0,0,6,6,5,2011,GB
5972,3009,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,2,0,0,8,6,6,2011,NE
5973,3009,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,2,1,0,11,5,1,2011,DAL
5974,3010,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,2,0,1,15,6,7,2011,CHI
5977,3011,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,1,0,0,6,6,5,2011,NYJ
5979,3012,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,2,0,0,9,7,5,2011,NYJ
5981,3013,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,0,0,3,5,4,2011,SEA
5983,3014,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,1,2,0,13,7,10,2011,ATL
5986,3016,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,1,0,0,6,7,7,2011,CHI
5988,3017,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,0,0,1,6,6,6,2011,DEN
5994,3020,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,4,0,0,0,4,6,3,2011,KC
5996,3021,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,1,1,18,7,5,2011,GB
5997,3022,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,4,1,0,1,12,6,1,2011,DAL
6000,3023,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,0,1,7,16,2011,IND
6012,3029,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,1,0,0,4,8,16,2011,IND
6015,3031,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,1,0,0,4,7,6,2011,DEN
6019,3033,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,4,1,1,0,11,7,7,2011,CIN
6020,3033,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,0,1,1,0,7,6,4,2011,SEA
6024,3035,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,0,1,0,6,7,6,2011,NE
6026,3036,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,0,0,0,1,7,1,2011,DAL
6027,3037,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,2,2,1,0,12,7,3,2011,KC
6029,3038,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,0,0,1,0,4,8,3,2011,KC
6033,3040,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,4,1,0,0,7,8,10,2011,ATL
6034,3040,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,0,0,0,1,9,16,2011,IND
6037,3042,NF-0300,KEEP,Nick,Folk,Nick Folk,K,3,0,1,1,12,8,5,2011,NYJ
6041,3044,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,2,1,0,12,8,1,2011,DAL
6042,3044,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,1,1,0,8,7,4,2011,SEA
6044,3045,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,1,0,0,6,8,7,2011,CIN
6046,3046,MP-2100,KEEP,Matt,Prater,Matt Prater,K,5,0,2,0,13,8,6,2011,DEN
6047,3047,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,2,1,1,0,9,8,6,2011,NE
6052,3049,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,0,1,0,10,8,5,2011,GB
6055,3051,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,3,2,0,1,14,8,7,2011,CHI
6059,3053,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,1,1,1,16,9,7,2011,CHI
6062,3054,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,0,0,1,0,4,10,16,2011,IND
6063,3055,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,0,5,9,6,2011,DEN
6064,3055,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,1,0,0,4,9,3,2011,KC
6066,3056,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,0,1,0,6,9,7,2011,CIN
6067,3057,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,5,2,1,0,15,9,1,2011,DAL
6069,3058,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,3,0,0,11,9,10,2011,ATL
6082,3064,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,1,5,0,0,16,8,4,2011,SEA
6085,3066,NF-0300,KEEP,Nick,Folk,Nick Folk,K,2,0,0,0,2,9,5,2011,NYJ
6086,3066,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,1,15,9,6,2011,NE
6087,3067,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,6,1,0,0,9,9,5,2011,GB
6089,3068,MP-2100,KEEP,Matt,Prater,Matt Prater,K,2,1,0,0,5,10,6,2011,DEN
6090,3068,NF-0300,KEEP,Nick,Folk,Nick Folk,K,1,1,1,0,8,10,5,2011,NYJ
6093,3070,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,5,0,0,0,5,10,5,2011,GB
6095,3071,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,3,2,0,0,9,10,1,2011,DAL
6101,3074,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,2,3,0,0,11,10,10,2011,ATL
6105,3076,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,3,1,0,0,6,10,7,2011,CIN
6108,3077,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,3,1,0,0,6,9,4,2011,SEA
6112,3079,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,4,0,1,0,8,10,7,2011,CHI
6115,3081,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,0,1,0,0,3,10,3,2011,KC
6116,3081,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,0,10,10,6,2011,NE
6117,3082,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,3,2,0,0,9,11,5,2011,GB
6120,3083,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,2,2,0,0,8,11,1,2011,DAL
6123,3085,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,3,1,0,0,6,11,10,2011,ATL
6132,3089,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,2,2,1,0,12,11,7,2011,CIN
6134,3090,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,0,0,4,11,5,2011,NYJ
6136,3091,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,1,1,1,0,8,11,16,2011,IND
6138,3092,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,2,1,0,0,5,10,4,2011,SEA
6140,3093,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,2,0,0,2,12,11,7,2011,CHI
6142,3094,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,5,0,1,0,9,11,6,2011,NE
6144,3095,MP-2100,KEEP,Matt,Prater,Matt Prater,K,1,2,1,0,11,11,6,2011,DEN
6145,3096,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,0,0,3,0,12,11,3,2011,KC
6149,3098,SH-0400,KEEP,Stephen,Hauschka,Stephen Hauschka,K,4,0,1,0,8,11,4,2011,SEA
6154,3100,MB-4600,KEEP,Matt,Bryant,Matt Bryant,K,1,1,0,0,4,12,10,2011,ATL
6157,3102,RG-1500,KEEP,Robbie,Gould,Robbie Gould,K,0,1,0,0,3,12,7,2011,CHI
6158,3102,RS-3400,KEEP,Ryan,Succop,Ryan Succop,K,1,1,0,0,4,12,3,2011,KC
6160,3103,NF-0300,KEEP,Nick,Folk,Nick Folk,K,4,0,1,1,13,12,5,2011,NYJ
6161,3104,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,0,0,0,1,12,7,2011,CIN
6167,3107,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,1,0,0,7,12,6,2011,NE
6168,3107,AV-0400,KEEP,Adam,Vinatieri,Adam Vinatieri,K,3,1,0,0,6,12,16,2011,IND
6169,3108,MP-2100,KEEP,Matt,Prater,Matt Prater,K,3,1,1,0,10,12,6,2011,DEN
6171,3109,DB-0200,KEEP,Dan,Bailey,Dan Bailey,K,1,1,0,1,9,12,1,2011,DAL
6175,3111,MC-3000,KEEP,Mason,Crosby,Mason Crosby,K,5,1,0,0,8,12,5,2011,GB
6184,3116,SG-0800,KEEP,Stephen,Gostkowski,Stephen Gostkowski,K,4,2,0,0,10,13,6,2011,NE
6187,3117,MN-0800,KEEP,Mike,Nugent,Mike Nugent,K,1,2,2,0,15,13,7,2011,CIN
6188,3118,NF-0300,KEEP,Nick,Folk,Nick Folk,K,5,0,0,0,5,13,5,2011,NYJ
