pid,gid,year,week,fgxp,fkicker,first,last,name,dist,good
517,4,2000,1,FG,JH-0500,John,Hall,John Hall,52,0
583,4,2000,1,FG,JH-0500,John,Hall,John Hall,48,0
877,6,2000,1,FG,KH-1500,Kris,Heppner,Kris Heppner,52,0
1203,8,2000,1,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,55,0
1435,9,2000,1,FG,DB-3900,Doug,Brien,Doug Brien,52,0
1700,11,2000,1,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,41,0
1884,12,2000,1,FG,KB-2300,Kris,Brown,Kris Brown,45,0
2022,13,2000,1,FG,RC-2900,Richie,Cunningham,Richie Cunningham,27,0
2178,14,2000,1,FG,SC-0700,Steve,Christie,Steve Christie,51,0
2277,14,2000,1,FG,CH-2900,Craig,Hentrich,Craig Hentrich,60,0
2841,18,2000,2,FG,NR-0100,Neil,Rackers,Neil Rackers,42,0
3299,21,2000,2,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,50,0
3323,21,2000,2,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,47,0
4269,27,2000,2,FG,MG-1200,Martin,Gramatica,Martin Gramatica,50,0
4384,27,2000,2,FG,PE-0100,Paul,Edinger,Paul Edinger,42,0
4495,28,2000,2,FG,PS-0900,Pete,Stoyanovich,Pete Stoyanovich,36,0
4820,30,2000,2,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,29,0
4912,31,2000,3,FG,RC-2900,Richie,Cunningham,Richie Cunningham,25,0
4921,31,2000,3,FG,MA-0700,Morten,Andersen,Morten Andersen,50,0
4978,31,2000,3,FG,MA-0700,Morten,Andersen,Morten Andersen,47,0
5075,32,2000,3,FG,PE-0100,Paul,Edinger,Paul Edinger,49,0
5086,32,2000,3,FG,BD-0100,Brad,Daluiso,Brad Daluiso,34,0
5100,32,2000,3,FG,BD-0100,Brad,Daluiso,Brad Daluiso,41,0
5190,32,2000,3,FG,BD-0100,Brad,Daluiso,Brad Daluiso,31,0
5398,34,2000,3,FG,JH-0900,Jason,Hanson,Jason Hanson,34,0
5434,34,2000,3,FG,MG-1200,Martin,Gramatica,Martin Gramatica,38,0
5589,35,2000,3,FG,RL-1300,Ryan,Longwell,Ryan Longwell,40,0
5720,36,2000,3,FG,NR-0100,Neil,Rackers,Neil Rackers,44,0
5749,36,2000,3,FG,NR-0100,Neil,Rackers,Neil Rackers,47,0
5773,36,2000,3,FG,SL-0600,Steve,Lindsey,Steve Lindsey,33,0
5940,37,2000,3,FG,JC-0900,John,Carney,John Carney,51,0
6077,38,2000,3,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,44,0
6268,39,2000,3,FG,SC-0700,Steve,Christie,Steve Christie,43,0
6309,39,2000,3,FG,JH-0500,John,Hall,John Hall,33,0
6467,40,2000,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,49,0
6534,41,2000,3,FG,KH-1500,Kris,Heppner,Kris Heppner,37,0
6860,43,2000,3,FG,MS-5200,Matt,Stover,Matt Stover,30,0
7667,48,2000,4,FG,JH-0900,Jason,Hanson,Jason Hanson,32,0
7966,50,2000,4,FG,JN-0600,Joe,Nedney,Joe Nedney,50,0
8181,51,2000,4,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,53,0
8429,53,2000,4,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
8695,54,2000,4,FG,KB-2300,Kris,Brown,Kris Brown,50,0
8837,55,2000,4,FG,KH-1500,Kris,Heppner,Kris Heppner,34,0
9135,57,2000,4,FG,MH-3900,Michael,Husted,Michael Husted,30,0
9644,60,2000,5,FG,TS-1100,Tim,Seder,Tim Seder,45,0
9891,62,2000,5,FG,MS-5200,Matt,Stover,Matt Stover,51,0
10120,63,2000,5,FG,JN-0600,Joe,Nedney,Joe Nedney,43,0
10242,64,2000,5,FG,JH-0900,Jason,Hanson,Jason Hanson,43,0
10399,65,2000,5,FG,PE-0100,Paul,Edinger,Paul Edinger,42,0
10671,67,2000,5,FG,CB-1700,Cary,Blanchard,Cary Blanchard,51,0
10900,68,2000,5,FG,JC-0900,John,Carney,John Carney,49,0
11064,69,2000,5,FG,AD-0800,Al,Del Greco,Al Del Greco,46,0
11276,70,2000,5,FG,MG-1200,Martin,Gramatica,Martin Gramatica,40,0
11313,70,2000,5,FG,MH-3900,Michael,Husted,Michael Husted,35,0
11511,72,2000,5,FG,PS-0900,Pete,Stoyanovich,Pete Stoyanovich,37,0
11744,73,2000,6,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
11886,74,2000,6,FG,MA-0700,Morten,Andersen,Morten Andersen,45,0
12124,75,2000,6,FG,JN-0600,Joe,Nedney,Joe Nedney,34,0
12165,76,2000,6,FG,PE-0100,Paul,Edinger,Paul Edinger,30,0
12376,77,2000,6,FG,NR-0100,Neil,Rackers,Neil Rackers,35,0
12442,77,2000,6,FG,AD-0800,Al,Del Greco,Al Del Greco,33,0
12467,77,2000,6,FG,NR-0100,Neil,Rackers,Neil Rackers,46,0
13012,81,2000,6,FG,JH-0500,John,Hall,John Hall,29,0
13156,82,2000,6,FG,MH-3900,Michael,Husted,Michael Husted,33,0
13214,82,2000,6,FG,MH-3900,Michael,Husted,Michael Husted,42,0
13337,83,2000,6,FG,JC-0900,John,Carney,John Carney,34,0
13613,84,2000,6,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,41,0
13635,84,2000,6,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,35,0
13645,84,2000,6,FG,WR-0500,Wade,Richey,Wade Richey,29,0
13711,85,2000,6,FG,SL-0600,Steve,Lindsey,Steve Lindsey,31,0
13906,86,2000,6,FG,MG-1200,Martin,Gramatica,Martin Gramatica,53,0
13951,86,2000,6,FG,GA-0300,Gary,Anderson,Gary Anderson,51,0
14387,89,2000,7,FG,JE-0200,Jason,Elam,Jason Elam,45,0
14708,91,2000,7,FG,TP-1200,Todd,Peterson,Todd Peterson,44,0
14716,91,2000,7,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,47,0
14757,91,2000,7,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,59,0
14971,92,2000,7,FG,JH-0500,John,Hall,John Hall,46,0
15036,93,2000,7,FG,DB-3900,Doug,Brien,Doug Brien,51,0
15537,96,2000,7,FG,RL-0900,Rian,Lindell,Rian Lindell,21,0
16254,100,2000,7,FG,AD-0800,Al,Del Greco,Al Del Greco,44,0
16423,101,2000,8,FG,JH-0900,Jason,Hanson,Jason Hanson,40,0
16519,102,2000,8,FG,MA-0700,Morten,Andersen,Morten Andersen,33,0
17019,105,2000,8,FG,JE-0200,Jason,Elam,Jason Elam,48,0
17069,105,2000,8,FG,JE-0200,Jason,Elam,Jason Elam,48,0
17674,109,2000,8,FG,TP-1200,Todd,Peterson,Todd Peterson,42,0
18030,111,2000,8,FG,RL-0900,Rian,Lindell,Rian Lindell,43,0
18399,113,2000,8,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
18483,114,2000,8,FG,OM-0100,Olindo,Mare,Olindo Mare,36,0
18654,115,2000,9,FG,CB-1700,Cary,Blanchard,Cary Blanchard,42,0
18708,115,2000,9,FG,DB-3900,Doug,Brien,Doug Brien,45,0
18793,115,2000,9,FG,CB-1700,Cary,Blanchard,Cary Blanchard,30,0
18868,116,2000,9,FG,MA-0700,Morten,Andersen,Morten Andersen,46,0
18952,116,2000,9,FG,MA-0700,Morten,Andersen,Morten Andersen,42,0
19219,118,2000,9,FG,SC-0700,Steve,Christie,Steve Christie,44,0
19540,120,2000,9,FG,MH-3100,Mike,Hollis,Mike Hollis,49,0
19661,121,2000,9,FG,JH-0900,Jason,Hanson,Jason Hanson,29,0
19823,122,2000,9,FG,RL-1300,Ryan,Longwell,Ryan Longwell,53,0
19990,123,2000,9,FG,DA-0300,David,Akers,David Akers,48,0
20087,124,2000,9,FG,WR-0500,Wade,Richey,Wade Richey,53,0
20166,124,2000,9,FG,WR-0500,Wade,Richey,Wade Richey,49,0
20695,127,2000,9,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,42,0
20712,127,2000,9,FG,JC-0900,John,Carney,John Carney,40,0
20954,129,2000,10,FG,CB-1700,Cary,Blanchard,Cary Blanchard,56,0
21013,129,2000,10,FG,KH-1500,Kris,Heppner,Kris Heppner,51,0
21027,129,2000,10,FG,KH-1500,Kris,Heppner,Kris Heppner,33,0
22036,136,2000,10,FG,WR-0500,Wade,Richey,Wade Richey,34,0
22490,138,2000,10,FG,SL-0400,Shane,Lechler,Shane Lechler,33,0
22545,139,2000,10,FG,DA-0300,David,Akers,David Akers,40,0
22728,140,2000,10,FG,JC-0900,John,Carney,John Carney,51,0
22959,141,2000,10,FG,AD-0800,Al,Del Greco,Al Del Greco,24,0
23070,142,2000,10,FG,PS-0900,Pete,Stoyanovich,Pete Stoyanovich,50,0
23088,142,2000,10,FG,PS-0900,Pete,Stoyanovich,Pete Stoyanovich,37,0
23455,144,2000,11,FG,SC-0700,Steve,Christie,Steve Christie,39,0
23533,145,2000,11,FG,DB-3900,Doug,Brien,Doug Brien,33,0
23850,147,2000,11,FG,TS-1100,Tim,Seder,Tim Seder,39,0
23900,147,2000,11,FG,TS-1100,Tim,Seder,Tim Seder,44,0
23970,147,2000,11,FG,TS-1100,Tim,Seder,Tim Seder,51,0
24560,151,2000,11,FG,JH-0400,Jeff,Hall,Jeff Hall,47,0
24808,152,2000,11,FG,DA-0300,David,Akers,David Akers,38,0
24872,153,2000,11,FG,JC-0900,John,Carney,John Carney,43,0
25021,154,2000,11,FG,WR-0500,Wade,Richey,Wade Richey,43,0
25100,154,2000,11,FG,TP-1200,Todd,Peterson,Todd Peterson,34,0
25221,155,2000,11,FG,RL-1300,Ryan,Longwell,Ryan Longwell,53,0
25489,156,2000,11,FG,AD-0800,Al,Del Greco,Al Del Greco,43,0
25571,157,2000,11,FG,JH-0500,John,Hall,John Hall,47,0
25585,157,2000,11,FG,JH-0500,John,Hall,John Hall,51,0
25910,159,2000,12,FG,MS-5200,Matt,Stover,Matt Stover,47,0
25931,159,2000,12,FG,TS-1100,Tim,Seder,Tim Seder,46,0
26046,160,2000,12,FG,PE-0100,Paul,Edinger,Paul Edinger,38,0
26237,161,2000,12,FG,JE-0200,Jason,Elam,Jason Elam,42,0
26418,162,2000,12,FG,RL-1300,Ryan,Longwell,Ryan Longwell,28,0
26556,163,2000,12,FG,TP-1200,Todd,Peterson,Todd Peterson,35,0
27073,166,2000,12,FG,NR-0100,Neil,Rackers,Neil Rackers,30,0
27392,168,2000,12,FG,JH-0900,Jason,Hanson,Jason Hanson,44,0
28106,172,2000,12,FG,KB-2300,Kris,Brown,Kris Brown,42,0
28309,174,2000,13,FG,TS-1100,Tim,Seder,Tim Seder,26,0
29077,178,2000,13,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,59,0
29209,179,2000,13,FG,AD-0800,Al,Del Greco,Al Del Greco,28,0
29342,180,2000,13,FG,JH-0500,John,Hall,John Hall,46,0
30064,184,2000,13,FG,DB-3900,Doug,Brien,Doug Brien,44,0
30158,185,2000,13,FG,SC-0700,Steve,Christie,Steve Christie,42,0
30417,186,2000,13,FG,EM-2000,Eddie,Murray,Eddie Murray,44,0
31109,191,2000,14,FG,SC-0700,Steve,Christie,Steve Christie,47,0
31421,193,2000,14,FG,NR-0100,Neil,Rackers,Neil Rackers,36,0
31471,193,2000,14,FG,CB-1700,Cary,Blanchard,Cary Blanchard,31,0
31493,193,2000,14,FG,NR-0100,Neil,Rackers,Neil Rackers,45,0
31726,195,2000,14,FG,DB-3900,Doug,Brien,Doug Brien,43,0
31913,196,2000,14,FG,JH-0500,John,Hall,John Hall,49,0
32362,198,2000,14,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,44,0
32631,200,2000,14,FG,TS-1100,Tim,Seder,Tim Seder,34,0
32738,201,2000,14,FG,EM-2000,Eddie,Murray,Eddie Murray,39,0
32859,201,2000,14,FG,EM-2000,Eddie,Murray,Eddie Murray,49,0
33152,203,2000,14,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,37,0
33517,205,2000,15,FG,PE-0100,Paul,Edinger,Paul Edinger,47,0
33728,207,2000,15,FG,TS-1100,Tim,Seder,Tim Seder,47,0
34038,209,2000,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,45,0
34206,210,2000,15,FG,CB-1700,Cary,Blanchard,Cary Blanchard,47,0
34465,211,2000,15,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
34527,212,2000,15,FG,MG-1200,Martin,Gramatica,Martin Gramatica,34,0
34701,213,2000,15,FG,KB-2300,Kris,Brown,Kris Brown,36,0
34724,213,2000,15,FG,KB-2300,Kris,Brown,Kris Brown,44,0
35836,220,2000,16,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,50,0
35977,221,2000,16,FG,CB-1700,Cary,Blanchard,Cary Blanchard,46,0
36171,222,2000,16,FG,SC-0700,Steve,Christie,Steve Christie,23,0
36232,222,2000,16,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,27,0
36253,222,2000,16,FG,SC-0700,Steve,Christie,Steve Christie,30,0
36427,223,2000,16,FG,JC-0900,John,Carney,John Carney,37,0
36589,224,2000,16,FG,MH-3100,Mike,Hollis,Mike Hollis,28,0
36882,226,2000,16,FG,JE-0200,Jason,Elam,Jason Elam,37,0
37453,230,2000,16,FG,JH-0500,John,Hall,John Hall,47,0
37531,230,2000,16,FG,JH-0500,John,Hall,John Hall,35,0
37573,231,2000,16,FG,WR-0500,Wade,Richey,Wade Richey,33,0
37700,232,2000,16,FG,BD-0100,Brad,Daluiso,Brad Daluiso,45,0
37766,232,2000,16,FG,BD-0100,Brad,Daluiso,Brad Daluiso,40,0
38030,234,2000,17,FG,JE-0200,Jason,Elam,Jason Elam,41,0
38077,234,2000,17,FG,WR-0500,Wade,Richey,Wade Richey,48,0
38324,235,2000,17,FG,BD-0100,Brad,Daluiso,Brad Daluiso,39,0
38418,236,2000,17,FG,SC-0700,Steve,Christie,Steve Christie,26,0
38612,237,2000,17,FG,TP-1200,Todd,Peterson,Todd Peterson,43,0
38821,238,2000,17,FG,MS-5200,Matt,Stover,Matt Stover,45,0
39183,240,2000,17,FG,MG-1200,Martin,Gramatica,Martin Gramatica,40,0
39447,242,2000,17,FG,OM-0100,Olindo,Mare,Olindo Mare,47,0
39478,242,2000,17,FG,OM-0100,Olindo,Mare,Olindo Mare,28,0
39949,245,2000,17,FG,NR-0100,Neil,Rackers,Neil Rackers,31,0
39979,245,2000,17,FG,DA-0300,David,Akers,David Akers,41,0
40300,247,2000,17,FG,EM-2000,Eddie,Murray,Eddie Murray,43,0
40548,249,2000,18,FG,OM-0100,Olindo,Mare,Olindo Mare,38,0
40635,249,2000,18,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,49,0
41058,252,2000,18,FG,DA-0300,David,Akers,David Akers,36,0
41362,254,2000,19,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,58,0
41549,255,2000,19,FG,DA-0300,David,Akers,David Akers,30,0
41667,256,2000,19,FG,AD-0800,Al,Del Greco,Al Del Greco,45,0
41677,256,2000,19,FG,AD-0800,Al,Del Greco,Al Del Greco,31,0
41726,256,2000,19,FG,AD-0800,Al,Del Greco,Al Del Greco,37,0
41881,257,2000,20,FG,BD-0100,Brad,Daluiso,Brad Daluiso,43,0
41951,258,2000,20,FG,MS-5200,Matt,Stover,Matt Stover,36,0
42192,259,2000,21,FG,MS-5200,Matt,Stover,Matt Stover,41,0
42273,260,2001,1,FG,MS-5200,Matt,Stover,Matt Stover,46,0
42307,260,2001,1,FG,PE-0100,Paul,Edinger,Paul Edinger,43,0
42733,263,2001,1,FG,PD-0200,Phil,Dawson,Phil Dawson,37,0
42745,263,2001,1,FG,RL-0900,Rian,Lindell,Rian Lindell,43,0
42893,264,2001,1,FG,MG-1200,Martin,Gramatica,Martin Gramatica,52,0
43096,265,2001,1,FG,RL-1300,Ryan,Longwell,Ryan Longwell,48,0
43284,266,2001,1,FG,MH-3100,Mike,Hollis,Mike Hollis,22,0
43450,267,2001,1,FG,TP-1200,Todd,Peterson,Todd Peterson,37,0
43547,268,2001,1,FG,GA-0300,Gary,Anderson,Gary Anderson,41,0
44538,274,2001,1,FG,JE-0200,Jason,Elam,Jason Elam,65,0
44539,274,2001,1,FG,OP-0200,Owen,Pochman,Owen Pochman,63,0
44967,277,2001,2,FG,NR-0100,Neil,Rackers,Neil Rackers,43,0
45043,277,2001,2,FG,NR-0100,Neil,Rackers,Neil Rackers,39,0
45066,277,2001,2,FG,NR-0100,Neil,Rackers,Neil Rackers,45,0
45261,278,2001,2,FG,PD-0200,Phil,Dawson,Phil Dawson,46,0
45424,279,2001,2,FG,WR-0500,Wade,Richey,Wade Richey,41,0
45530,280,2001,2,FG,JA-2100,Jake,Arians,Jake Arians,37,0
45572,280,2001,2,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,45,0
45619,281,2001,2,FG,JN-0600,Joe,Nedney,Joe Nedney,47,0
45704,281,2001,2,FG,MH-3100,Mike,Hollis,Mike Hollis,37,0
45895,282,2001,2,FG,TP-1200,Todd,Peterson,Todd Peterson,49,0
46474,286,2001,2,FG,DA-0300,David,Akers,David Akers,49,0
46912,289,2001,3,FG,BG-1300,Bill,Gramatica,Bill Gramatica,49,0
47025,290,2001,3,FG,KB-2300,Kris,Brown,Kris Brown,33,0
47045,290,2001,3,FG,JA-2100,Jake,Arians,Jake Arians,49,0
47287,291,2001,3,FG,RL-1300,Ryan,Longwell,Ryan Longwell,37,0
47590,293,2001,3,FG,MH-3100,Mike,Hollis,Mike Hollis,42,0
48204,297,2001,3,FG,RL-0900,Rian,Lindell,Rian Lindell,53,0
48221,297,2001,3,FG,RL-0900,Rian,Lindell,Rian Lindell,55,0
48337,298,2001,3,FG,WR-0500,Wade,Richey,Wade Richey,38,0
48979,302,2001,3,FG,JH-0500,John,Hall,John Hall,50,0
49100,303,2001,4,FG,PE-0100,Paul,Edinger,Paul Edinger,48,0
49165,303,2001,4,FG,JF-0900,Jay,Feely,Jay Feely,44,0
49315,304,2001,4,FG,JN-0600,Joe,Nedney,Joe Nedney,46,0
49686,306,2001,4,FG,PD-0200,Phil,Dawson,Phil Dawson,48,0
50434,311,2001,4,FG,TS-1100,Tim,Seder,Tim Seder,34,0
50447,311,2001,4,FG,TS-1100,Tim,Seder,Tim Seder,41,0
50609,312,2001,4,FG,BG-1300,Bill,Gramatica,Bill Gramatica,30,0
50765,313,2001,4,FG,NR-0100,Neil,Rackers,Neil Rackers,51,0
50914,314,2001,4,FG,MH-3100,Mike,Hollis,Mike Hollis,52,0
50951,314,2001,4,FG,RL-0900,Rian,Lindell,Rian Lindell,40,0
51015,315,2001,4,FG,MG-1200,Martin,Gramatica,Martin Gramatica,53,0
52047,321,2001,5,FG,NR-0100,Neil,Rackers,Neil Rackers,22,0
52206,322,2001,5,FG,RL-1300,Ryan,Longwell,Ryan Longwell,47,0
52546,324,2001,5,FG,JH-0900,Jason,Hanson,Jason Hanson,65,0
52685,325,2001,5,FG,WR-0500,Wade,Richey,Wade Richey,36,0
52711,325,2001,5,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,44,0
52807,325,2001,5,FG,WR-0500,Wade,Richey,Wade Richey,59,0
52918,326,2001,5,FG,JH-0500,John,Hall,John Hall,43,0
53203,328,2001,5,FG,MA-0700,Morten,Andersen,Morten Andersen,51,0
53452,329,2001,5,FG,JN-0600,Joe,Nedney,Joe Nedney,47,0
53572,330,2001,5,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,59,0
53678,331,2001,5,FG,TS-1100,Tim,Seder,Tim Seder,41,0
53734,331,2001,5,FG,BC-2300,Brett,Conway,Brett Conway,44,0
53770,331,2001,5,FG,TS-1100,Tim,Seder,Tim Seder,52,0
53828,332,2001,6,FG,JA-2100,Jake,Arians,Jake Arians,41,0
53848,332,2001,6,FG,JA-2100,Jake,Arians,Jake Arians,39,0
54190,334,2001,6,FG,PE-0100,Paul,Edinger,Paul Edinger,43,0
54241,334,2001,6,FG,NR-0100,Neil,Rackers,Neil Rackers,39,0
54540,336,2001,6,FG,JH-0900,Jason,Hanson,Jason Hanson,40,0
54633,337,2001,6,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,46,0
54658,337,2001,6,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,25,0
54794,338,2001,6,FG,RL-1300,Ryan,Longwell,Ryan Longwell,51,0
54823,338,2001,6,FG,RL-1300,Ryan,Longwell,Ryan Longwell,42,0
55013,339,2001,6,FG,JC-0900,John,Carney,John Carney,48,0
55403,341,2001,6,FG,JE-0200,Jason,Elam,Jason Elam,42,0
55710,343,2001,6,FG,BC-2300,Brett,Conway,Brett Conway,32,0
55785,344,2001,6,FG,DA-0300,David,Akers,David Akers,44,0
55793,344,2001,6,FG,MA-0700,Morten,Andersen,Morten Andersen,49,0
55901,345,2001,7,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,49,0
56388,348,2001,7,FG,JC-5000,Jose,Cortez,Jose Cortez,44,0
56875,351,2001,7,FG,NR-0100,Neil,Rackers,Neil Rackers,47,0
57243,353,2001,7,FG,WR-0500,Wade,Richey,Wade Richey,36,0
57266,353,2001,7,FG,JA-2100,Jake,Arians,Jake Arians,45,0
57314,353,2001,7,FG,WR-0500,Wade,Richey,Wade Richey,41,0
57338,353,2001,7,FG,JA-2100,Jake,Arians,Jake Arians,44,0
57353,354,2001,7,FG,RL-0900,Rian,Lindell,Rian Lindell,35,0
57486,354,2001,7,FG,RL-0900,Rian,Lindell,Rian Lindell,28,0
57523,355,2001,7,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,40,0
58016,358,2001,7,FG,KB-2300,Kris,Brown,Kris Brown,48,0
58056,358,2001,7,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
58391,360,2001,8,FG,JF-0900,Jay,Feely,Jay Feely,58,0
58411,360,2001,8,FG,JF-0900,Jay,Feely,Jay Feely,49,0
58565,361,2001,8,FG,JA-2100,Jake,Arians,Jake Arians,48,0
58890,363,2001,8,FG,RL-1300,Ryan,Longwell,Ryan Longwell,41,0
59042,364,2001,8,FG,JK-0200,John,Kasay,John Kasay,51,0
59186,365,2001,8,FG,TS-1100,Tim,Seder,Tim Seder,47,0
59208,365,2001,8,FG,TS-1100,Tim,Seder,Tim Seder,34,0
59288,365,2001,8,FG,MA-0700,Morten,Andersen,Morten Andersen,59,0
59350,366,2001,8,FG,KB-2300,Kris,Brown,Kris Brown,41,0
59403,366,2001,8,FG,KB-2300,Kris,Brown,Kris Brown,33,0
59442,366,2001,8,FG,KB-2300,Kris,Brown,Kris Brown,48,0
59460,366,2001,8,FG,KB-2300,Kris,Brown,Kris Brown,35,0
59529,367,2001,8,FG,WR-0500,Wade,Richey,Wade Richey,43,0
59677,368,2001,8,FG,JH-0900,Jason,Hanson,Jason Hanson,43,0
59684,368,2001,8,FG,JC-5000,Jose,Cortez,Jose Cortez,49,0
59780,368,2001,8,FG,JC-5000,Jose,Cortez,Jose Cortez,19,0
59840,369,2001,8,FG,JN-0600,Joe,Nedney,Joe Nedney,51,0
59865,369,2001,8,FG,JN-0600,Joe,Nedney,Joe Nedney,46,0
60222,371,2001,8,FG,JH-0500,John,Hall,John Hall,35,0
60332,372,2001,8,FG,JE-0200,Jason,Elam,Jason Elam,48,0
60458,373,2001,9,FG,MA-0700,Morten,Andersen,Morten Andersen,38,0
60677,374,2001,9,FG,JF-0900,Jay,Feely,Jay Feely,36,0
61022,376,2001,9,FG,KB-2300,Kris,Brown,Kris Brown,45,0
61773,381,2001,9,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,43,0
61788,381,2001,9,FG,JA-2100,Jake,Arians,Jake Arians,49,0
61828,381,2001,9,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,45,0
62428,385,2001,9,FG,JK-0200,John,Kasay,John Kasay,53,0
62719,387,2001,9,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
63318,390,2001,10,FG,JA-2100,Jake,Arians,Jake Arians,45,0
63710,393,2001,10,FG,JH-3800,Jon,Hilbert,Jon Hilbert,47,0
63738,393,2001,10,FG,JH-3800,Jon,Hilbert,Jon Hilbert,41,0
64231,396,2001,10,FG,OM-0100,Olindo,Mare,Olindo Mare,42,0
64660,399,2001,10,FG,MH-3100,Mike,Hollis,Mike Hollis,47,0
64987,400,2001,10,FG,MG-1200,Martin,Gramatica,Martin Gramatica,48,0
65041,401,2001,10,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,42,0
65229,402,2001,10,FG,MA-0700,Morten,Andersen,Morten Andersen,52,0
66000,407,2001,11,FG,NR-0100,Neil,Rackers,Neil Rackers,43,0
66029,407,2001,11,FG,NR-0100,Neil,Rackers,Neil Rackers,47,0
66242,408,2001,11,FG,MV-0100,Mike,Vanderjagt,Mike Vanderjagt,54,0
66363,409,2001,11,FG,MH-3100,Mike,Hollis,Mike Hollis,38,0
66383,409,2001,11,FG,MS-5200,Matt,Stover,Matt Stover,41,0
66527,410,2001,11,FG,RL-0900,Rian,Lindell,Rian Lindell,48,0
66641,411,2001,11,FG,JC-0900,John,Carney,John Carney,48,0
66657,411,2001,11,FG,JC-0900,John,Carney,John Carney,43,0
66669,411,2001,11,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,46,0
66971,413,2001,11,FG,BC-2300,Brett,Conway,Brett Conway,37,0
67118,414,2001,11,FG,WR-0500,Wade,Richey,Wade Richey,25,0
67150,414,2001,11,FG,WR-0500,Wade,Richey,Wade Richey,27,0
67293,415,2001,11,FG,KB-2300,Kris,Brown,Kris Brown,47,0
67603,417,2001,11,FG,MG-1200,Martin,Gramatica,Martin Gramatica,25,0
67927,419,2001,12,FG,JF-0900,Jay,Feely,Jay Feely,50,0
67956,419,2001,12,FG,JF-0900,Jay,Feely,Jay Feely,44,0
67964,419,2001,12,FG,JW-3300,Jeff,Wilkins,Jeff Wilkins,45,0
68211,420,2001,12,FG,MS-5200,Matt,Stover,Matt Stover,46,0
68241,421,2001,12,FG,JH-0900,Jason,Hanson,Jason Hanson,45,0
68315,421,2001,12,FG,JH-0900,Jason,Hanson,Jason Hanson,48,0
68389,421,2001,12,FG,PE-0100,Paul,Edinger,Paul Edinger,39,0
68400,421,2001,12,FG,JH-0900,Jason,Hanson,Jason Hanson,40,0
68441,422,2001,12,FG,MG-1200,Martin,Gramatica,Martin Gramatica,43,0
68532,422,2001,12,FG,MG-1200,Martin,Gramatica,Martin Gramatica,51,0
69243,427,2001,12,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,41,0
69351,427,2001,12,FG,BG-1300,Bill,Gramatica,Bill Gramatica,48,0
69450,428,2001,12,FG,GA-0300,Gary,Anderson,Gary Anderson,38,0
69462,428,2001,12,FG,KB-2300,Kris,Brown,Kris Brown,40,0
69619,429,2001,12,FG,WR-0500,Wade,Richey,Wade Richey,53,0
69685,429,2001,12,FG,RL-0900,Rian,Lindell,Rian Lindell,43,0
69698,429,2001,12,FG,RL-0900,Rian,Lindell,Rian Lindell,48,0
69751,430,2001,12,FG,JH-3800,Jon,Hilbert,Jon Hilbert,44,0
69876,431,2001,12,FG,JC-5000,Jose,Cortez,Jose Cortez,32,0
69929,431,2001,12,FG,JC-5000,Jose,Cortez,Jose Cortez,22,0
69933,431,2001,12,FG,SG-1100,Shayne,Graham,Shayne Graham,49,0
70068,432,2001,12,FG,RL-1300,Ryan,Longwell,Ryan Longwell,52,0
70114,432,2001,12,FG,RL-1300,Ryan,Longwell,Ryan Longwell,29,0
