pid,gid,year,week,fgxp,fkicker,first,last,name,dist,good
378808,2333,2008,15,FG,CB-0700,Connor,Barth,Connor Barth,34,0
378935,2333,2008,15,FG,CB-0700,Connor,Barth,Connor Barth,50,0
379232,2335,2008,15,FG,MB-4600,Matt,Bryant,Matt Bryant,53,0
379623,2338,2008,15,FG,JS-1100,Josh,Scobee,Josh Scobee,51,0
379874,2339,2008,15,FG,DC-0500,Dan,Carpenter,Dan Carpenter,49,0
380154,2341,2008,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,34,0
380753,2345,2008,16,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,30,0
381087,2347,2008,16,FG,SG-1100,Shayne,Graham,Shayne Graham,48,0
381395,2349,2008,16,FG,JR-1100,Jeff,Reed,Jeff Reed,33,0
382499,2356,2008,16,FG,MP-2100,Matt,Prater,Matt Prater,54,0
382630,2357,2008,16,FG,SS-3100,Shaun,Suisham,Shaun Suisham,54,0
383057,2359,2008,16,FG,JK-0200,John,Kasay,John Kasay,50,0
383178,2360,2008,16,FG,MC-3000,Mason,Crosby,Mason Crosby,46,0
383222,2360,2008,16,FG,MC-3000,Mason,Crosby,Mason Crosby,38,0
383253,2361,2008,17,FG,PD-0200,Phil,Dawson,Phil Dawson,53,0
383461,2362,2008,17,FG,RB-2200,Rob,Bironas,Rob Bironas,48,0
383544,2363,2008,17,FG,RL-0900,Rian,Lindell,Rian Lindell,47,0
383558,2363,2008,17,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,26,0
384092,2366,2008,17,FG,JC-0900,John,Carney,John Carney,48,0
384508,2369,2008,17,FG,MC-3000,Mason,Crosby,Mason Crosby,69,0
384704,2370,2008,17,FG,JK-0200,John,Kasay,John Kasay,41,0
384783,2371,2008,17,FG,MS-5200,Matt,Stover,Matt Stover,48,0
384939,2372,2008,17,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
385126,2373,2008,17,FG,OM-0100,Olindo,Mare,Olindo Mare,42,0
385521,2375,2008,17,FG,DA-0300,David,Akers,David Akers,40,0
385812,2377,2008,18,FG,NR-0100,Neil,Rackers,Neil Rackers,51,0
386466,2381,2008,19,FG,RB-2200,Rob,Bironas,Rob Bironas,51,0
386619,2382,2008,19,FG,NR-0100,Neil,Rackers,Neil Rackers,53,0
386753,2383,2008,19,FG,JC-0900,John,Carney,John Carney,46,0
386814,2383,2008,19,FG,JC-0900,John,Carney,John Carney,47,0
387223,2386,2008,20,FG,DA-0300,David,Akers,David Akers,47,0
387521,2388,2009,1,FG,RB-2200,Rob,Bironas,Rob Bironas,37,0
387565,2388,2009,1,FG,RB-2200,Rob,Bironas,Rob Bironas,31,0
387679,2389,2009,1,FG,JE-0200,Jason,Elam,Jason Elam,42,0
387779,2389,2009,1,FG,JE-0200,Jason,Elam,Jason Elam,38,0
387883,2390,2009,1,FG,SH-0400,Stephen,Hauschka,Stephen Hauschka,41,0
388133,2391,2009,1,FG,DA-0300,David,Akers,David Akers,51,0
388690,2395,2009,1,FG,JS-1100,Josh,Scobee,Josh Scobee,63,0
388728,2395,2009,1,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,52,0
388859,2396,2009,1,FG,JC-0900,John,Carney,John Carney,34,0
388957,2397,2009,1,FG,MN-0800,Mike,Nugent,Mike Nugent,38,0
389013,2397,2009,1,FG,MN-0800,Mike,Nugent,Mike Nugent,46,0
389454,2400,2009,1,FG,JB-7100,Josh,Brown,Josh Brown,37,0
389574,2401,2009,1,FG,MC-3000,Mason,Crosby,Mason Crosby,49,0
389748,2402,2009,1,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,41,0
390461,2406,2009,2,FG,MC-3000,Mason,Crosby,Mason Crosby,55,0
390586,2407,2009,2,FG,JS-1100,Josh,Scobee,Josh Scobee,46,0
390639,2407,2009,2,FG,NR-0100,Neil,Rackers,Neil Rackers,48,0
392000,2415,2009,2,FG,JR-1100,Jeff,Reed,Jeff Reed,38,0
392022,2415,2009,2,FG,JR-1100,Jeff,Reed,Jeff Reed,43,0
392118,2416,2009,2,FG,MP-2100,Matt,Prater,Matt Prater,39,0
392146,2416,2009,2,FG,MP-2100,Matt,Prater,Matt Prater,37,0
392456,2418,2009,2,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,29,0
392617,2419,2009,2,FG,DC-0500,Dan,Carpenter,Dan Carpenter,49,0
392914,2421,2009,3,FG,JR-1100,Jeff,Reed,Jeff Reed,52,0
392940,2421,2009,3,FG,SG-1100,Shayne,Graham,Shayne Graham,52,0
393394,2424,2009,3,FG,RL-1300,Ryan,Longwell,Ryan Longwell,44,0
393965,2428,2009,3,FG,JB-7100,Josh,Brown,Josh Brown,48,0
394192,2429,2009,3,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,21,0
394439,2431,2009,3,FG,RG-1500,Robbie,Gould,Robbie Gould,53,0
394515,2431,2009,3,FG,OM-0100,Olindo,Mare,Olindo Mare,43,0
394534,2431,2009,3,FG,OM-0100,Olindo,Mare,Olindo Mare,34,0
394812,2433,2009,3,FG,NK-0200,Nate,Kaeding,Nate Kaeding,41,0
395011,2434,2009,3,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,32,0
395084,2435,2009,3,FG,NF-0300,Nick,Folk,Nick Folk,40,0
395409,2437,2009,4,FG,SG-1100,Shayne,Graham,Shayne Graham,23,0
395744,2438,2009,4,FG,KB-2300,Kris,Brown,Kris Brown,33,0
396018,2440,2009,4,FG,JS-1100,Josh,Scobee,Josh Scobee,55,0
396213,2441,2009,4,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,38,0
396476,2443,2009,4,FG,MN-0800,Mike,Nugent,Mike Nugent,49,0
396499,2443,2009,4,FG,MN-0800,Mike,Nugent,Mike Nugent,48,0
396608,2444,2009,4,FG,RL-0900,Rian,Lindell,Rian Lindell,49,0
397086,2447,2009,4,FG,JB-7100,Josh,Brown,Josh Brown,51,0
397107,2447,2009,4,FG,JN-0600,Joe,Nedney,Joe Nedney,43,0
397542,2450,2009,5,FG,SG-1100,Shayne,Graham,Shayne Graham,32,0
398087,2453,2009,5,FG,JH-0900,Jason,Hanson,Jason Hanson,49,0
398177,2454,2009,5,FG,NF-0300,Nick,Folk,Nick Folk,40,0
398300,2454,2009,5,FG,RS-3400,Ryan,Succop,Ryan Succop,53,0
398896,2458,2009,5,FG,JN-0600,Joe,Nedney,Joe Nedney,48,0
399003,2459,2009,5,FG,KB-2300,Kris,Brown,Kris Brown,35,0
399139,2460,2009,5,FG,MP-2100,Matt,Prater,Matt Prater,48,0
399232,2460,2009,5,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,40,0
399791,2464,2009,6,FG,KB-2300,Kris,Brown,Kris Brown,28,0
400162,2466,2009,6,FG,JS-1100,Josh,Scobee,Josh Scobee,58,0
400437,2467,2009,6,FG,SH-0400,Stephen,Hauschka,Stephen Hauschka,44,0
400797,2470,2009,6,FG,SA-1100,Shane,Andrus,Shane Andrus,43,0
400819,2470,2009,6,FG,JK-0200,John,Kasay,John Kasay,52,0
401091,2472,2009,6,FG,DA-0300,David,Akers,David Akers,43,0
401160,2472,2009,6,FG,DA-0300,David,Akers,David Akers,47,0
401402,2474,2009,6,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,39,0
401644,2475,2009,6,FG,JF-0900,Jay,Feely,Jay Feely,44,0
401710,2475,2009,6,FG,RL-0900,Rian,Lindell,Rian Lindell,46,0
401983,2477,2009,6,FG,MP-2100,Matt,Prater,Matt Prater,54,0
402061,2477,2009,6,FG,NK-0200,Nate,Kaeding,Nate Kaeding,55,0
402301,2479,2009,7,FG,MC-3000,Mason,Crosby,Mason Crosby,55,0
402581,2481,2009,7,FG,NK-0200,Nate,Kaeding,Nate Kaeding,43,0
402590,2481,2009,7,FG,RS-3400,Ryan,Succop,Ryan Succop,43,0
403205,2485,2009,7,FG,JK-0200,John,Kasay,John Kasay,43,0
403248,2485,2009,7,FG,JK-0200,John,Kasay,John Kasay,39,0
403449,2486,2009,7,FG,JF-0900,Jay,Feely,Jay Feely,38,0
403710,2488,2009,7,FG,JC-0900,John,Carney,John Carney,49,0
404695,2494,2009,8,FG,NF-0300,Nick,Folk,Nick Folk,48,0
405112,2496,2009,8,FG,MC-3000,Mason,Crosby,Mason Crosby,51,0
406060,2502,2009,8,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,47,0
406143,2503,2009,8,FG,JE-0200,Jason,Elam,Jason Elam,34,0
406174,2503,2009,8,FG,JE-0200,Jason,Elam,Jason Elam,51,0
406195,2503,2009,8,FG,JC-0900,John,Carney,John Carney,37,0
406489,2505,2009,9,FG,RG-1500,Robbie,Gould,Robbie Gould,48,0
406722,2506,2009,9,FG,SH-0400,Stephen,Hauschka,Stephen Hauschka,38,0
406918,2507,2009,9,FG,KB-2300,Kris,Brown,Kris Brown,42,0
406957,2508,2009,9,FG,JS-1100,Josh,Scobee,Josh Scobee,53,0
406993,2508,2009,9,FG,RS-3400,Ryan,Succop,Ryan Succop,56,0
407288,2510,2009,9,FG,CB-0700,Connor,Barth,Connor Barth,45,0
407604,2512,2009,9,FG,JH-0900,Jason,Hanson,Jason Hanson,34,0
408407,2517,2009,10,FG,JN-0600,Joe,Nedney,Joe Nedney,39,0
408655,2518,2009,10,FG,JK-0200,John,Kasay,John Kasay,51,0
408689,2518,2009,10,FG,JE-0200,Jason,Elam,Jason Elam,34,0
408906,2520,2009,10,FG,JH-0900,Jason,Hanson,Jason Hanson,48,0
409084,2521,2009,10,FG,JS-1100,Josh,Scobee,Josh Scobee,49,0
409222,2522,2009,10,FG,SG-1100,Shayne,Graham,Shayne Graham,51,0
409609,2524,2009,10,FG,RB-2200,Rob,Bironas,Rob Bironas,60,0
409954,2526,2009,10,FG,RS-3400,Ryan,Succop,Ryan Succop,52,0
409964,2526,2009,10,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,45,0
410227,2528,2009,10,FG,NF-0300,Nick,Folk,Nick Folk,38,0
410237,2528,2009,10,FG,MC-3000,Mason,Crosby,Mason Crosby,52,0
410740,2531,2009,10,FG,SH-0400,Stephen,Hauschka,Stephen Hauschka,36,0
411142,2533,2009,11,FG,BC-3000,Billy,Cundiff,Billy Cundiff,30,0
411261,2534,2009,11,FG,NF-0300,Nick,Folk,Nick Folk,46,0
411268,2534,2009,11,FG,SS-3100,Shaun,Suisham,Shaun Suisham,39,0
411321,2534,2009,11,FG,SS-3100,Shaun,Suisham,Shaun Suisham,50,0
412206,2540,2009,11,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,31,0
412228,2540,2009,11,FG,JE-0200,Jason,Elam,Jason Elam,35,0
412895,2544,2009,11,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,40,0
413049,2545,2009,11,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,57,0
413072,2545,2009,11,FG,SG-1100,Shayne,Graham,Shayne Graham,37,0
413276,2546,2009,11,FG,RG-1500,Robbie,Gould,Robbie Gould,48,0
413402,2547,2009,11,FG,KB-2300,Kris,Brown,Kris Brown,49,0
413431,2547,2009,11,FG,RB-2200,Rob,Bironas,Rob Bironas,49,0
413468,2547,2009,11,FG,KB-2300,Kris,Brown,Kris Brown,49,0
413493,2548,2009,12,FG,MC-3000,Mason,Crosby,Mason Crosby,43,0
413579,2548,2009,12,FG,JH-0900,Jason,Hanson,Jason Hanson,54,0
413699,2549,2009,12,FG,NF-0300,Nick,Folk,Nick Folk,49,0
414093,2551,2009,12,FG,JE-0200,Jason,Elam,Jason Elam,43,0
414103,2551,2009,12,FG,CB-0700,Connor,Barth,Connor Barth,51,0
414150,2552,2009,12,FG,RL-0900,Rian,Lindell,Rian Lindell,44,0
414561,2554,2009,12,FG,MS-5200,Matt,Stover,Matt Stover,32,0
414797,2556,2009,12,FG,JF-0900,Jay,Feely,Jay Feely,48,0
415106,2558,2009,12,FG,JB-7100,Josh,Brown,Josh Brown,46,0
415616,2561,2009,12,FG,JS-1100,Josh,Scobee,Josh Scobee,40,0
415707,2561,2009,12,FG,JS-1100,Josh,Scobee,Josh Scobee,21,0
415879,2562,2009,12,FG,BC-3000,Billy,Cundiff,Billy Cundiff,56,0
415980,2563,2009,12,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,50,0
416038,2563,2009,12,FG,JC-0900,John,Carney,John Carney,37,0
416243,2565,2009,13,FG,DA-0300,David,Akers,David Akers,39,0
416432,2566,2009,13,FG,CB-0700,Connor,Barth,Connor Barth,36,0
416502,2566,2009,13,FG,CB-0700,Connor,Barth,Connor Barth,42,0
416743,2568,2009,13,FG,JH-0900,Jason,Hanson,Jason Hanson,55,0
416950,2569,2009,13,FG,MS-5200,Matt,Stover,Matt Stover,52,0
417628,2573,2009,13,FG,JR-1100,Jeff,Reed,Jeff Reed,53,0
417827,2574,2009,13,FG,SS-3100,Shaun,Suisham,Shaun Suisham,23,0
417844,2574,2009,13,FG,GH-0600,Garrett,Hartley,Garrett Hartley,58,0
417890,2575,2009,13,FG,PD-0200,Phil,Dawson,Phil Dawson,43,0
418096,2576,2009,13,FG,NF-0300,Nick,Folk,Nick Folk,57,0
418144,2576,2009,13,FG,NF-0300,Nick,Folk,Nick Folk,42,0
418642,2579,2009,13,FG,MC-3000,Mason,Crosby,Mason Crosby,38,0
419011,2582,2009,14,FG,JH-0900,Jason,Hanson,Jason Hanson,45,0
419284,2583,2009,14,FG,MC-3000,Mason,Crosby,Mason Crosby,42,0
419368,2584,2009,14,FG,KB-2300,Kris,Brown,Kris Brown,26,0
419383,2584,2009,14,FG,KB-2300,Kris,Brown,Kris Brown,48,0
419596,2585,2009,14,FG,MP-2100,Matt,Prater,Matt Prater,42,0
419734,2586,2009,14,FG,DC-0500,Dan,Carpenter,Dan Carpenter,38,0
419921,2587,2009,14,FG,RL-0900,Rian,Lindell,Rian Lindell,51,0
420190,2589,2009,14,FG,JK-0200,John,Kasay,John Kasay,53,0
420409,2590,2009,14,FG,JF-0900,Jay,Feely,Jay Feely,49,0
420697,2592,2009,14,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,66,0
420843,2593,2009,14,FG,NF-0300,Nick,Folk,Nick Folk,42,0
421165,2595,2009,14,FG,JN-0600,Joe,Nedney,Joe Nedney,53,0
421329,2596,2009,15,FG,JS-1100,Josh,Scobee,Josh Scobee,57,0
421578,2597,2009,15,FG,NF-0300,Nick,Folk,Nick Folk,24,0
421657,2598,2009,15,FG,BC-3000,Billy,Cundiff,Billy Cundiff,30,0
421823,2599,2009,15,FG,RL-0900,Rian,Lindell,Rian Lindell,56,0
421954,2600,2009,15,FG,JH-0900,Jason,Hanson,Jason Hanson,54,0
422223,2601,2009,15,FG,PD-0200,Phil,Dawson,Phil Dawson,52,0
422331,2602,2009,15,FG,JF-0900,Jay,Feely,Jay Feely,38,0
422377,2602,2009,15,FG,MB-4600,Matt,Bryant,Matt Bryant,48,0
422387,2602,2009,15,FG,JF-0900,Jay,Feely,Jay Feely,37,0
422620,2604,2009,15,FG,MC-3000,Mason,Crosby,Mason Crosby,34,0
422828,2605,2009,15,FG,KB-2300,Kris,Brown,Kris Brown,52,0
423449,2609,2009,15,FG,CB-0700,Connor,Barth,Connor Barth,38,0
423600,2610,2009,15,FG,RL-1300,Ryan,Longwell,Ryan Longwell,39,0
424119,2613,2009,16,FG,MB-4600,Matt,Bryant,Matt Bryant,55,0
424806,2617,2009,16,FG,DC-0500,Dan,Carpenter,Dan Carpenter,54,0
425152,2619,2009,16,FG,GH-0600,Garrett,Hartley,Garrett Hartley,37,0
425910,2624,2009,16,FG,RS-0600,Ricky,Schmitt,Ricky Schmitt,28,0
426476,2627,2009,16,FG,RG-1500,Robbie,Gould,Robbie Gould,45,0
426887,2630,2009,17,FG,JS-1100,Josh,Scobee,Josh Scobee,43,0
427036,2631,2009,17,FG,DA-0300,David,Akers,David Akers,53,0
427075,2631,2009,17,FG,SS-3100,Shaun,Suisham,Shaun Suisham,30,0
427355,2633,2009,17,FG,KB-2300,Kris,Brown,Kris Brown,56,0
427383,2633,2009,17,FG,KB-2300,Kris,Brown,Kris Brown,38,0
427834,2636,2009,17,FG,JB-7100,Josh,Brown,Josh Brown,45,0
428035,2637,2009,17,FG,MB-4600,Matt,Bryant,Matt Bryant,40,0
428481,2640,2009,17,FG,BC-3000,Billy,Cundiff,Billy Cundiff,37,0
428540,2640,2009,17,FG,BC-3000,Billy,Cundiff,Billy Cundiff,51,0
428790,2642,2009,17,FG,RB-2200,Rob,Bironas,Rob Bironas,47,0
429112,2644,2009,18,FG,SG-1100,Shayne,Graham,Shayne Graham,35,0
429161,2644,2009,18,FG,SG-1100,Shayne,Graham,Shayne Graham,28,0
429488,2646,2009,18,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,44,0
429549,2647,2009,18,FG,MC-3000,Mason,Crosby,Mason Crosby,54,0
429669,2647,2009,18,FG,NR-0100,Neil,Rackers,Neil Rackers,34,0
429760,2648,2009,19,FG,NR-0100,Neil,Rackers,Neil Rackers,50,0
430010,2650,2009,19,FG,SS-3100,Shaun,Suisham,Shaun Suisham,48,0
430084,2650,2009,19,FG,SS-3100,Shaun,Suisham,Shaun Suisham,49,0
430168,2651,2009,19,FG,NK-0200,Nate,Kaeding,Nate Kaeding,36,0
430232,2651,2009,19,FG,NK-0200,Nate,Kaeding,Nate Kaeding,57,0
430292,2651,2009,19,FG,NK-0200,Nate,Kaeding,Nate Kaeding,40,0
430328,2652,2009,20,FG,JF-0900,Jay,Feely,Jay Feely,44,0
430399,2652,2009,20,FG,JF-0900,Jay,Feely,Jay Feely,52,0
430770,2654,2009,21,FG,MS-5200,Matt,Stover,Matt Stover,51,0
430869,2655,2010,1,FG,GH-0600,Garrett,Hartley,Garrett Hartley,46,0
430929,2655,2010,1,FG,GH-0600,Garrett,Hartley,Garrett Hartley,32,0
431017,2656,2010,1,FG,DC-0500,Dan,Carpenter,Dan Carpenter,46,0
431020,2656,2010,1,FG,RL-0900,Rian,Lindell,Rian Lindell,63,0
431379,2658,2010,1,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,53,0
431478,2659,2010,1,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,47,0
431525,2659,2010,1,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,56,0
431844,2661,2010,1,FG,MB-4600,Matt,Bryant,Matt Bryant,46,0
431852,2661,2010,1,FG,JR-1100,Jeff,Reed,Jeff Reed,55,0
431934,2661,2010,1,FG,JR-1100,Jeff,Reed,Jeff Reed,40,0
432021,2662,2010,1,FG,PD-0200,Phil,Dawson,Phil Dawson,62,0
432747,2667,2010,1,FG,JB-7100,Josh,Brown,Josh Brown,34,0
432947,2668,2010,1,FG,DB-5500,David,Buehler,David Buehler,34,0
433471,2671,2010,2,FG,JF-0900,Jay,Feely,Jay Feely,54,0
433811,2673,2010,2,FG,PD-0200,Phil,Dawson,Phil Dawson,42,0
434016,2674,2010,2,FG,DB-5500,David,Buehler,David Buehler,44,0
434846,2680,2010,2,FG,JB-7100,Josh,Brown,Josh Brown,36,0
434853,2680,2010,2,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,46,0
435165,2682,2010,2,FG,SG-0800,Stephen,Gostkowski,Stephen Gostkowski,37,0
435520,2684,2010,2,FG,NR-0100,Neil,Rackers,Neil Rackers,47,0
435585,2684,2010,2,FG,GG-0100,Graham,Gano,Graham Gano,29,0
435631,2684,2010,2,FG,GG-0100,Graham,Gano,Graham Gano,52,0
436009,2687,2010,3,FG,JH-0900,Jason,Hanson,Jason Hanson,44,0
436222,2688,2010,3,FG,RL-0900,Rian,Lindell,Rian Lindell,51,0
436441,2689,2010,3,FG,GH-0600,Garrett,Hartley,Garrett Hartley,29,0
436489,2690,2010,3,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,53,0
436572,2690,2010,3,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,44,0
436685,2691,2010,3,FG,RS-3400,Ryan,Succop,Ryan Succop,38,0
437173,2694,2010,3,FG,BC-3000,Billy,Cundiff,Billy Cundiff,51,0
437633,2697,2010,3,FG,JB-7100,Josh,Brown,Josh Brown,21,0
437834,2698,2010,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,41,0
437877,2698,2010,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,58,0
437892,2698,2010,3,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,32,0
438322,2701,2010,3,FG,NF-0300,Nick,Folk,Nick Folk,61,0
438427,2702,2010,3,FG,RG-1500,Robbie,Gould,Robbie Gould,49,0
438505,2702,2010,3,FG,MC-3000,Mason,Crosby,Mason Crosby,37,0
438739,2704,2010,4,FG,NF-0300,Nick,Folk,Nick Folk,30,0
438958,2705,2010,4,FG,MN-0800,Mike,Nugent,Mike Nugent,44,0
439122,2706,2010,4,FG,JH-0900,Jason,Hanson,Jason Hanson,55,0
439218,2707,2010,4,FG,RB-2200,Rob,Bironas,Rob Bironas,35,0
439716,2710,2010,4,FG,BC-3000,Billy,Cundiff,Billy Cundiff,46,0
439783,2710,2010,4,FG,JR-1100,Jeff,Reed,Jeff Reed,49,0
439806,2710,2010,4,FG,JR-1100,Jeff,Reed,Jeff Reed,45,0
440094,2712,2010,4,FG,NR-0100,Neil,Rackers,Neil Rackers,46,0
440263,2713,2010,4,FG,NK-0200,Nate,Kaeding,Nate Kaeding,38,0
440514,2715,2010,4,FG,LT-1100,Lawrence,Tynes,Lawrence Tynes,38,0
440751,2716,2010,4,FG,DC-0500,Dan,Carpenter,Dan Carpenter,53,0
441182,2719,2010,5,FG,MB-4600,Matt,Bryant,Matt Bryant,30,0
441605,2721,2010,5,FG,RS-3400,Ryan,Succop,Ryan Succop,51,0
441720,2722,2010,5,FG,MC-3000,Mason,Crosby,Mason Crosby,48,0
441751,2722,2010,5,FG,GG-0100,Graham,Gano,Graham Gano,51,0
441769,2722,2010,5,FG,MC-3000,Mason,Crosby,Mason Crosby,53,0
441899,2723,2010,5,FG,JK-0200,John,Kasay,John Kasay,51,0
442399,2726,2010,5,FG,JC-0900,John,Carney,John Carney,29,0
442728,2728,2010,5,FG,DB-5500,David,Buehler,David Buehler,44,0
442878,2729,2010,5,FG,JN-0600,Joe,Nedney,Joe Nedney,40,0
442916,2729,2010,5,FG,DA-0300,David,Akers,David Akers,53,0
443312,2731,2010,6,FG,RG-1500,Robbie,Gould,Robbie Gould,54,0
443641,2733,2010,6,FG,NK-0200,Nate,Kaeding,Nate Kaeding,49,0
444047,2736,2010,6,FG,MB-4600,Matt,Bryant,Matt Bryant,41,0
444079,2736,2010,6,FG,DA-0300,David,Akers,David Akers,37,0
444160,2736,2010,6,FG,DA-0300,David,Akers,David Akers,47,0
444174,2736,2010,6,FG,DA-0300,David,Akers,David Akers,37,0
444586,2739,2010,6,FG,CB-0700,Connor,Barth,Connor Barth,40,0
444609,2739,2010,6,FG,GH-0600,Garrett,Hartley,Garrett Hartley,33,0
444636,2739,2010,6,FG,CB-0700,Connor,Barth,Connor Barth,47,0
444929,2741,2010,6,FG,MP-2100,Matt,Prater,Matt Prater,49,0
445218,2743,2010,6,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,38,0
445241,2743,2010,6,FG,GG-0100,Graham,Gano,Graham Gano,48,0
445246,2743,2010,6,FG,AV-0400,Adam,Vinatieri,Adam Vinatieri,48,0
445578,2745,2010,7,FG,MN-0800,Mike,Nugent,Mike Nugent,53,0
445805,2746,2010,7,FG,GG-0100,Graham,Gano,Graham Gano,37,0
447330,2755,2010,7,FG,KB-2300,Kris,Brown,Kris Brown,50,0
448515,2762,2010,8,FG,RL-0900,Rian,Lindell,Rian Lindell,53,0
448522,2762,2010,8,FG,RS-3400,Ryan,Succop,Ryan Succop,39,0
448550,2763,2010,8,FG,JB-7100,Josh,Brown,Josh Brown,51,0
448774,2764,2010,8,FG,MC-3000,Mason,Crosby,Mason Crosby,45,0
448807,2764,2010,8,FG,NF-0300,Nick,Folk,Nick Folk,37,0
448951,2765,2010,8,FG,JN-0600,Joe,Nedney,Joe Nedney,52,0
449335,2767,2010,8,FG,CB-0700,Connor,Barth,Connor Barth,53,0
449592,2769,2010,8,FG,OM-0100,Olindo,Mare,Olindo Mare,51,0
449618,2769,2010,8,FG,OM-0100,Olindo,Mare,Olindo Mare,29,0
449624,2769,2010,8,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,45,0
449752,2770,2010,8,FG,JR-1100,Jeff,Reed,Jeff Reed,51,0
450221,2773,2010,9,FG,RG-1500,Robbie,Gould,Robbie Gould,42,0
450699,2776,2010,9,FG,JK-0200,John,Kasay,John Kasay,40,0
450949,2777,2010,9,FG,BC-3000,Billy,Cundiff,Billy Cundiff,37,0
450957,2777,2010,9,FG,DC-0500,Dan,Carpenter,Dan Carpenter,46,0
451737,2782,2010,9,FG,SJ-0300,Sebastian,Janikowski,Sebastian Janikowski,47,0
451855,2783,2010,9,FG,MC-3000,Mason,Crosby,Mason Crosby,54,0
452061,2784,2010,9,FG,MN-0800,Mike,Nugent,Mike Nugent,51,0
452079,2784,2010,9,FG,MN-0800,Mike,Nugent,Mike Nugent,45,0
452129,2784,2010,9,FG,JR-1100,Jeff,Reed,Jeff Reed,46,0
452435,2786,2010,10,FG,RL-0900,Rian,Lindell,Rian Lindell,41,0
452441,2786,2010,10,FG,DR-0600,Dave,Rayner,Dave Rayner,49,0
452523,2787,2010,10,FG,RL-1300,Ryan,Longwell,Ryan Longwell,39,0
452566,2787,2010,10,FG,RG-1500,Robbie,Gould,Robbie Gould,43,0
452679,2788,2010,10,FG,NF-0300,Nick,Folk,Nick Folk,48,0
452747,2788,2010,10,FG,NF-0300,Nick,Folk,Nick Folk,24,0
452821,2788,2010,10,FG,NF-0300,Nick,Folk,Nick Folk,47,0
453437,2792,2010,10,FG,JS-1100,Josh,Scobee,Josh Scobee,39,0
453472,2792,2010,10,FG,JS-1100,Josh,Scobee,Josh Scobee,43,0
453530,2793,2010,10,FG,RS-3400,Ryan,Succop,Ryan Succop,52,0
453571,2793,2010,10,FG,MP-2100,Matt,Prater,Matt Prater,58,0
453820,2794,2010,10,FG,DB-5500,David,Buehler,David Buehler,34,0
453992,2795,2010,10,FG,OM-0100,Olindo,Mare,Olindo Mare,29,0
454319,2797,2010,10,FG,JR-1100,Jeff,Reed,Jeff Reed,26,0
454764,2800,2010,11,FG,RL-0900,Rian,Lindell,Rian Lindell,33,0
454848,2800,2010,11,FG,AP-1000,Aaron,Pettrey,Aaron Pettrey,43,0
455127,2802,2010,11,FG,NF-0300,Nick,Folk,Nick Folk,53,0
455588,2805,2010,11,FG,PD-0200,Phil,Dawson,Phil Dawson,51,0
455661,2805,2010,11,FG,PD-0200,Phil,Dawson,Phil Dawson,51,0
455778,2806,2010,11,FG,GG-0100,Graham,Gano,Graham Gano,51,0
455861,2806,2010,11,FG,GG-0100,Graham,Gano,Graham Gano,47,0
456331,2809,2010,11,FG,GH-0600,Garrett,Hartley,Garrett Hartley,27,0
456614,2811,2010,11,FG,CB-0700,Connor,Barth,Connor Barth,41,0
456908,2813,2010,11,FG,DA-0300,David,Akers,David Akers,42,0
457032,2814,2010,11,FG,NK-0200,Nate,Kaeding,Nate Kaeding,52,0
457266,2815,2010,12,FG,DR-0600,Dave,Rayner,Dave Rayner,46,0
457486,2816,2010,12,FG,DB-5500,David,Buehler,David Buehler,59,0
457568,2817,2010,12,FG,NF-0300,Nick,Folk,Nick Folk,44,0
457593,2817,2010,12,FG,AP-1000,Aaron,Pettrey,Aaron Pettrey,27,0
458236,2821,2010,12,FG,JK-0200,John,Kasay,John Kasay,46,0
