uid,gid,year,week,player,first,last,name,position1,team,details,pstat,gstat
26009,5083,2019,2,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,DNP,Out
26629,5103,2019,3,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,DNP,Out
27710,5135,2019,5,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
28046,5145,2019,6,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
28498,5158,2019,7,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
29090,5174,2019,8,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
29278,5179,2019,9,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
30219,5205,2019,10,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
30618,5215,2019,11,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
31207,5231,2019,12,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
31583,5241,2019,13,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
32278,5258,2019,14,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
33108,5278,2019,15,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
33559,5289,2019,16,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
34611,5313,2019,17,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
34791,5318,2019,19,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
35004,5323,2019,20,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
35048,5324,2019,21,JH-6450,Jalen,Hurd,Jalen Hurd,WR,SF,Back,,IR
26839,5110,2019,4,JJ-0575,Justin,Jackson,Justin Jackson,RB,LAC,Calf,DNP,Out
28545,5159,2019,7,JJ-0575,Justin,Jackson,Justin Jackson,RB,LAC,Calf,DNP,Out
33683,5292,2019,16,JJ-0587,Josh,Jacobs,Josh Jacobs,RB,OAK,Shoulder,DNP,Out
28672,5163,2019,7,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
29123,5175,2019,8,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
29739,5191,2019,9,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
30680,5217,2019,11,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
31163,5230,2019,12,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
31862,5248,2019,13,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
32407,5261,2019,14,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
32827,5272,2019,15,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
33281,5283,2019,16,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
34202,5304,2019,17,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
34668,5315,2019,18,JJ-2518,Jakob,Johnson,Jakob Johnson,RB,NE,Shoulder,,IR
25612,5069,2019,1,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
25826,5077,2019,2,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
26371,5096,2019,3,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
27146,5119,2019,4,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
27609,5133,2019,5,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
28061,5146,2019,6,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
28641,5162,2019,7,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
29761,5192,2019,9,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
30171,5204,2019,10,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
30366,5209,2019,11,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
31138,5230,2019,12,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
31358,5235,2019,13,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
31954,5250,2019,14,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
33132,5279,2019,15,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
33821,5295,2019,16,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
34440,5310,2019,17,JJ-3462,Jon'Vea,Johnson,Jon'Vea Johnson,WR,DAL,Shoulder,,IR
25533,5066,2019,1,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
26040,5084,2019,2,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
26608,5102,2019,3,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
27040,5115,2019,4,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
27212,5121,2019,5,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
27938,5142,2019,6,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
28602,5160,2019,7,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
29015,5172,2019,8,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
29613,5188,2019,9,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
30210,5205,2019,10,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
31266,5232,2019,12,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
31906,5249,2019,13,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
32507,5264,2019,14,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
32917,5274,2019,15,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
33789,5294,2019,16,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
34586,5313,2019,17,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
34753,5317,2019,18,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
34915,5321,2019,19,JJ-3650,Justin,Johnson,Justin Johnson,TE,SEA,Achilles,,IR
25594,5068,2019,1,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
25920,5080,2019,2,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
26353,5095,2019,3,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
26811,5109,2019,4,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
28169,5149,2019,6,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
28439,5156,2019,7,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
28847,5168,2019,8,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
29558,5187,2019,9,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
30007,5199,2019,10,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
30384,5209,2019,11,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
30883,5223,2019,12,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
31324,5234,2019,13,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
32134,5255,2019,14,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
32940,5275,2019,15,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
33429,5286,2019,16,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
34035,5301,2019,17,JK-0250,Jermaine,Kearse,Jermaine Kearse,WR,DET,Leg,,IR
25468,5064,2019,1,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
26154,5089,2019,2,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
26662,5104,2019,3,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
26799,5108,2019,4,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
27692,5135,2019,5,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
27928,5142,2019,6,JK-1012,Joe,Kerridge,Joe Kerridge,RB,CLE,Concussion,,IR
25438,5062,2019,1,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
26061,5085,2019,2,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
26280,5092,2019,3,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
26824,5109,2019,4,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
27667,5134,2019,5,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
27858,5139,2019,6,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
28233,5150,2019,7,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
29203,5177,2019,8,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
29420,5183,2019,9,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
30021,5200,2019,10,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
30729,5219,2019,11,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
31489,5239,2019,13,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
32379,5261,2019,14,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
32708,5269,2019,15,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
33874,5296,2019,16,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
34141,5303,2019,17,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
34866,5320,2019,19,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
34948,5322,2019,20,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
35028,5324,2019,21,JL-2925,John,Lovett,John Lovett,QB,KC,Shoulder,,IR
25649,5070,2019,1,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
26006,5083,2019,2,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
26628,5103,2019,3,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
27709,5135,2019,5,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
28049,5145,2019,6,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
28499,5158,2019,7,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
29100,5174,2019,8,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
29279,5179,2019,9,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
30220,5205,2019,10,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
30621,5215,2019,11,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
31221,5231,2019,12,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
31584,5241,2019,13,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
32279,5258,2019,14,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
33107,5278,2019,15,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
33560,5289,2019,16,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
34609,5313,2019,17,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
34794,5318,2019,19,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
35003,5323,2019,20,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
35049,5324,2019,21,JM-3450,Jerick,McKinnon,Jerick McKinnon,RB,SF,Knee - ACL,,IR
32493,5264,2019,14,JN-0350,JoJo,Natson,JoJo Natson,WR,LA,Hamstring,,IR
33150,5279,2019,15,JN-0350,JoJo,Natson,JoJo Natson,WR,LA,Hamstring,,IR
33546,5289,2019,16,JN-0350,JoJo,Natson,JoJo Natson,WR,LA,Hamstring,,IR
34516,5311,2019,17,JN-0350,JoJo,Natson,JoJo Natson,WR,LA,Hamstring,,IR
26077,5085,2019,2,JN-0625,J.J.,Nelson,J.J. Nelson,WR,OAK,Ankle,DNP,Out
27859,5140,2019,6,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
28354,5153,2019,7,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
28889,5169,2019,8,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
29339,5180,2019,9,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
30496,5212,2019,11,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
31116,5229,2019,12,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
31605,5242,2019,13,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
32346,5260,2019,14,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
33033,5277,2019,15,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
33528,5288,2019,16,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
34119,5302,2019,17,JO-0150,James,O'Shaughnessy,James O'Shaughnessy,TE,JAC,Knee - ACL,,IR
25426,5062,2019,1,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,DNP,Out
25906,5079,2019,2,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,DNP,Out
26186,5090,2019,3,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,DNP,Out
27101,5117,2019,4,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,DNP,Out
27429,5127,2019,5,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,Limited,Out
27860,5140,2019,6,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Hamstring,Limited,Out
31117,5229,2019,12,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
31606,5242,2019,13,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
32347,5260,2019,14,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
33034,5277,2019,15,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
33529,5288,2019,16,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
34120,5302,2019,17,JO-0562,Josh,Oliver,Josh Oliver,TE,JAC,Back,,IR
25843,5077,2019,2,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,DNP,Out
26691,5105,2019,3,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,DNP,Out
27000,5114,2019,4,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,DNP,Out
27482,5129,2019,5,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,DNP,Out
27988,5143,2019,6,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,DNP,IR
28531,5158,2019,7,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
28731,5164,2019,8,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
29547,5186,2019,9,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
30568,5214,2019,11,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
30900,5223,2019,12,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
31708,5244,2019,13,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
32314,5259,2019,14,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
32866,5273,2019,15,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
33643,5291,2019,16,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
34468,5310,2019,17,JR-1150,Jordan,Reed,Jordan Reed,TE,WAS,Concussion,,IR
27256,5122,2019,5,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,DNP,IR
27803,5138,2019,6,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
28339,5153,2019,7,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
28796,5166,2019,8,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
29914,5196,2019,10,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
30642,5216,2019,11,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
31036,5227,2019,12,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
31442,5238,2019,13,JR-3280,John,Ross,John Ross,WR,CIN,Shoulder,,IR
28156,5148,2019,6,JS-0280,Jaylen,Samuels,Jaylen Samuels,RB,PIT,Knee,DNP,Out
31693,5244,2019,13,JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,CAR,Knee,DNP,IR
32034,5252,2019,14,JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,CAR,Knee,,IR
32894,5274,2019,15,JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,CAR,Knee,,IR
33303,5284,2019,16,JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,CAR,Knee,,IR
34230,5305,2019,17,JS-0825,Jordan,Scarlett,Jordan Scarlett,RB,CAR,Knee,,IR
25610,5069,2019,1,JS-2825,Jameill,Showers,Jameill Showers,QB,DAL,Hamstring,,IR
33711,5293,2019,16,JS-4212,Jeff,Smith,Jeff Smith,WR,NYJ,Ankle,,IR
34286,5306,2019,17,JS-4212,Jeff,Smith,Jeff Smith,WR,NYJ,Ankle,,IR
31058,5227,2019,12,JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,PIT,Concussion,DNP,Out
31775,5246,2019,13,JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,PIT,Concussion/Knee,DNP,Out
32442,5262,2019,14,JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,PIT,Knee,DNP,Out
32620,5267,2019,15,JS-4750,Juju,Smith-Schuster,Juju Smith-Schuster,WR,PIT,Knee,DNP,Out
25336,5058,2019,1,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
25945,5081,2019,2,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
26340,5094,2019,3,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
26714,5106,2019,4,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
27624,5133,2019,5,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
28204,5149,2019,6,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
28460,5157,2019,7,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
29181,5177,2019,8,JS-6325,Jace,Sternberger,Jace Sternberger,TE,GB,Ankle,,IR
25698,5072,2019,1,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
25888,5079,2019,2,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
26550,5101,2019,3,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
26758,5107,2019,4,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
27304,5123,2019,5,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
27821,5139,2019,6,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
28300,5152,2019,7,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
28935,5170,2019,8,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
29308,5180,2019,9,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
30450,5211,2019,11,JT-1775,Jordan,Thomas,Jordan Thomas,TE,HOU,Ribs,,IR
32257,5258,2019,14,JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,NO,Head,DNP,IR
33218,5281,2019,15,JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,NO,Head,,IR
33586,5290,2019,16,JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,NO,Head,,IR
34249,5305,2019,17,JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,NO,Head,,IR
34711,5316,2019,18,JV-0050,Jason,Vander Laan,Jason Vander Laan,TE,NO,Head,,IR
28155,5148,2019,6,JW-0934,James,Washington,James Washington,WR,PIT,Shoulder,DNP,Out
25696,5072,2019,1,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
25890,5079,2019,2,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
26551,5101,2019,3,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
26763,5107,2019,4,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
27293,5123,2019,5,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
27822,5139,2019,6,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
28301,5152,2019,7,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
28936,5170,2019,8,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
29310,5180,2019,9,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
30452,5211,2019,11,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
30778,5220,2019,12,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
31840,5248,2019,13,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
32122,5254,2019,14,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
32732,5270,2019,15,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
33450,5287,2019,16,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
34396,5309,2019,17,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
34644,5314,2019,18,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
34847,5320,2019,19,JW-1500,Joe,Webb,Joe Webb,QB,HOU,Foot,,IR
34085,5302,2019,17,JW-3325,Jordan,Wilkins,Jordan Wilkins,RB,IND,Ankle,LP,Out
27637,5133,2019,5,JW-3650,Jamaal,Williams,Jamaal Williams,RB,GB,Concussion,DNP,Out
25548,5067,2019,1,JW-4625,Jonathan,Williams,Jonathan Williams,RB,IND,Rib,DNP,Out
25853,5078,2019,2,JW-4625,Jonathan,Williams,Jonathan Williams,RB,IND,Rib,Limited,Out
32678,5269,2019,15,JW-5637,Juwann,Winfree,Juwann Winfree,WR,DEN,Hamstring,DNP,IR
33399,5286,2019,16,JW-5637,Juwann,Winfree,Juwann Winfree,WR,DEN,Hamstring,,IR
34532,5312,2019,17,JW-5637,Juwann,Winfree,Juwann Winfree,WR,DEN,Hamstring,,IR
25501,5065,2019,1,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
25842,5077,2019,2,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
26679,5105,2019,3,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
26995,5114,2019,4,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
27492,5129,2019,5,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
27964,5143,2019,6,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
28515,5158,2019,7,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
28729,5164,2019,8,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
29538,5186,2019,9,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
30566,5214,2019,11,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
30899,5223,2019,12,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
31707,5244,2019,13,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
32313,5259,2019,14,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
32865,5273,2019,15,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
33642,5291,2019,16,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
34467,5310,2019,17,JW-6275,Josh,Woodrum,Josh Woodrum,QB,WAS,Pectoral,,IR
32211,5257,2019,14,KB-0150,Kalen,Ballage,Kalen Ballage,RB,MIA,Achilles,,IR
32768,5271,2019,15,KB-0150,Kalen,Ballage,Kalen Ballage,RB,MIA,Achilles,,IR
33364,5285,2019,16,KB-0150,Kalen,Ballage,Kalen Ballage,RB,MIA,Achilles,,IR
34182,5304,2019,17,KB-0150,Kalen,Ballage,Kalen Ballage,RB,MIA,Achilles,,IR
26954,5113,2019,4,KB-0350,Kenjon,Barner,Kenjon Barner,RB,ATL,Concussion,DNP,Out
27273,5123,2019,5,KB-0350,Kenjon,Barner,Kenjon Barner,RB,ATL,Knee,DNP,Out
25360,5059,2019,1,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
26136,5088,2019,2,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
26234,5091,2019,3,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
26955,5113,2019,4,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
27274,5123,2019,5,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
28024,5144,2019,6,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
28373,5154,2019,7,KB-0975,Kurt,Benkert,Kurt Benkert,QB,ATL,Toe,,IR
