uid,gid,year,week,player,first,last,name,position1,team,details,pstat,gstat
25442,5062,2019,1,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
26065,5085,2019,2,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
26285,5092,2019,3,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
26820,5109,2019,4,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
27664,5134,2019,5,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
27857,5139,2019,6,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
28238,5150,2019,7,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
29212,5177,2019,8,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
29419,5183,2019,9,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
30029,5200,2019,10,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
30738,5219,2019,11,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
31495,5239,2019,13,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
32391,5261,2019,14,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
32718,5269,2019,15,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
33884,5296,2019,16,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
34146,5303,2019,17,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
34869,5320,2019,19,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
34950,5322,2019,20,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
35027,5324,2019,21,FD-0050,Felton,Davis,Felton Davis,WR,KC,Shoulder,,IR
33052,5277,2019,15,FM-0675,Foster,Moreau,Foster Moreau,TE,OAK,Knee,,IR
33678,5292,2019,16,FM-0675,Foster,Moreau,Foster Moreau,TE,OAK,Knee,,IR
34552,5312,2019,17,FM-0675,Foster,Moreau,Foster Moreau,TE,OAK,Knee,,IR
33097,5278,2019,15,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
33555,5289,2019,16,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
34601,5313,2019,17,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
34790,5318,2019,19,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
35001,5323,2019,20,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
35052,5324,2019,21,GC-0350,Garrett,Celek,Garrett Celek,TE,SF,Back,,IR
31821,5247,2019,13,GD-0050,Geremy,Davis,Geremy Davis,WR,LAC,Hamstring,LP,IR
32370,5260,2019,14,GD-0050,Geremy,Davis,Geremy Davis,WR,LAC,Hamstring,,IR
33165,5280,2019,15,GD-0050,Geremy,Davis,Geremy Davis,WR,LAC,Hamstring,,IR
33668,5292,2019,16,GD-0050,Geremy,Davis,Geremy Davis,WR,LAC,Hamstring,,IR
34164,5303,2019,17,GD-0050,Geremy,Davis,Geremy Davis,WR,LAC,Hamstring,,IR
25806,5076,2019,2,GD-0225,Garrett,Dickerson,Garrett Dickerson,RB,NYG,Quad,DNP,Out
25441,5062,2019,1,GD-0250,Gehrig,Dieter,Gehrig Dieter,WR,KC,Undisclosed,,IR
31744,5245,2019,13,GE-0400,Gerald,Everett,Gerald Everett,TE,LA,Knee,DNP,Out
32485,5264,2019,14,GE-0400,Gerald,Everett,Gerald Everett,TE,LA,Knee,DNP,Out
25454,5063,2019,1,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
25749,5074,2019,2,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
26501,5099,2019,3,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
26744,5107,2019,4,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
27406,5127,2019,5,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
27747,5137,2019,6,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
29072,5174,2019,8,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
29493,5185,2019,9,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
29948,5198,2019,10,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
30293,5207,2019,11,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
30812,5221,2019,12,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
31676,5244,2019,13,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
32023,5252,2019,14,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
32889,5274,2019,15,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
33298,5284,2019,16,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
34225,5305,2019,17,GG-0100,Graham,Gano,Graham Gano,K,CAR,Knee,,IR
25709,5072,2019,1,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
26123,5087,2019,2,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
26587,5102,2019,3,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
27168,5119,2019,4,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
27533,5131,2019,5,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
27889,5140,2019,6,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
28624,5161,2019,7,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
28781,5165,2019,8,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
29890,5195,2019,10,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
30509,5213,2019,11,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
30835,5221,2019,12,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
31391,5236,2019,13,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
32266,5258,2019,14,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
33220,5281,2019,15,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
33589,5290,2019,16,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
34256,5305,2019,17,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
34709,5316,2019,18,GG-0462,Garrett,Griffin,Garrett Griffin,TE,NO,Undisclosed,,IR
31522,5240,2019,13,GJ-0375,Gary,Jennings,Gary Jennings,WR,MIA,Shoulder,,IR
32198,5257,2019,14,GJ-0375,Gary,Jennings,Gary Jennings,WR,MIA,Shoulder,,IR
32764,5271,2019,15,GJ-0375,Gary,Jennings,Gary Jennings,WR,MIA,Shoulder,,IR
33363,5285,2019,16,GJ-0375,Gary,Jennings,Gary Jennings,WR,MIA,Shoulder,,IR
34171,5304,2019,17,GJ-0375,Gary,Jennings,Gary Jennings,WR,MIA,Shoulder,,IR
32021,5252,2019,14,GO-0100,Greg,Olsen,Greg Olsen,TE,CAR,Concussion,DNP,Out
32887,5274,2019,15,GO-0100,Greg,Olsen,Greg Olsen,TE,CAR,Concussion,LP,Out
31168,5230,2019,12,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
31856,5248,2019,13,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
32393,5261,2019,14,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
32825,5272,2019,15,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
33279,5283,2019,16,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
34199,5304,2019,17,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
34660,5315,2019,18,GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,NE,Ankle,,IR
28352,5153,2019,7,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,DNP,Out
28878,5169,2019,8,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
29331,5180,2019,9,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
30491,5212,2019,11,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
31104,5229,2019,12,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
31604,5242,2019,13,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
32333,5260,2019,14,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
33029,5277,2019,15,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
33520,5288,2019,16,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
34108,5302,2019,17,GS-1400,Geoff,Swaim,Geoff Swaim,TE,JAC,Concussion,,IR
31422,5237,2019,13,GT-0100,Golden,Tate,Golden Tate,WR,NYG,Concussion,DNP,Out
25579,5068,2019,1,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
25769,5075,2019,2,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
26485,5099,2019,3,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
27018,5115,2019,4,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
27238,5122,2019,5,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
27999,5144,2019,6,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
28258,5151,2019,7,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
28759,5165,2019,8,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
29265,5179,2019,9,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
29829,5194,2019,10,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
30592,5215,2019,11,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
31729,5245,2019,13,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
32421,5262,2019,14,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
32983,5276,2019,15,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
33759,5294,2019,16,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
34494,5311,2019,17,HB-0600,Hakeem,Butler,Hakeem Butler,WR,ARI,Hand,,IR
25929,5080,2019,2,HH-0225,Hunter,Henry,Hunter Henry,TE,LAC,Knee,DNP,Out
26574,5101,2019,3,HH-0225,Hunter,Henry,Hunter Henry,TE,LAC,Knee,DNP,Out
26838,5110,2019,4,HH-0225,Hunter,Henry,Hunter Henry,TE,LAC,Knee,DNP,Out
27580,5132,2019,5,HH-0225,Hunter,Henry,Hunter Henry,TE,LAC,Knee,DNP,Out
31505,5239,2019,13,HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,OAK,Rib,DNP,Out
32450,5263,2019,14,HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,OAK,Rib,DNP,Out
33051,5277,2019,15,HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,OAK,Rib,DNP,Out
25732,5073,2019,1,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
26083,5085,2019,2,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
26458,5098,2019,3,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
26936,5112,2019,4,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
27391,5126,2019,5,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
28485,5157,2019,7,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
28944,5170,2019,8,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
29574,5187,2019,9,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
29805,5193,2019,10,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
30655,5216,2019,11,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
31017,5226,2019,12,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
31506,5239,2019,13,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
32453,5263,2019,14,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
33054,5277,2019,15,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
33677,5292,2019,16,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
34557,5312,2019,17,IC-0300,Isaiah,Crowell,Isaiah Crowell,RB,OAK,Achilles,,IR
25630,5069,2019,1,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
25808,5076,2019,2,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
26512,5100,2019,3,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
26982,5114,2019,4,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
29774,5192,2019,9,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
30047,5201,2019,10,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
30968,5225,2019,12,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
31423,5237,2019,13,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
32524,5265,2019,14,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
32788,5271,2019,15,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
33618,5291,2019,16,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
34313,5307,2019,17,IS-0106,Isaiah,Searight,Isaiah Searight,TE,NYG,Hamstring,,IR
29000,5172,2019,8,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,DNP,Out
29868,5195,2019,10,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Neck,DNP,Out
30286,5207,2019,11,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
31077,5228,2019,12,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
31380,5236,2019,13,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
32008,5252,2019,14,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
33087,5278,2019,15,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
33503,5288,2019,16,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
33926,5298,2019,17,IS-0250,Ito,Smith,Ito Smith,RB,ATL,Concussion,,IR
25883,5079,2019,2,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
26543,5101,2019,3,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
26760,5107,2019,4,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
27302,5123,2019,5,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
27826,5139,2019,6,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
28292,5152,2019,7,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
28922,5170,2019,8,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
29300,5180,2019,9,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
30447,5211,2019,11,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
30770,5220,2019,12,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
31837,5248,2019,13,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
32112,5254,2019,14,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
32727,5270,2019,15,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
33442,5287,2019,16,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
34393,5309,2019,17,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
34645,5314,2019,18,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
34843,5320,2019,19,IW-0037,Isaac,Whitney,Isaac Whitney,WR,HOU,Wrist,,IR
29471,5184,2019,9,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Foot,DNP,Out
30089,5201,2019,10,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
30547,5214,2019,11,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
30997,5226,2019,12,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
31462,5238,2019,13,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
32246,5257,2019,14,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
32591,5266,2019,15,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
33712,5293,2019,16,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
34289,5306,2019,17,JB-2950,Josh,Bellamy,Josh Bellamy,WR,NYJ,Shoulder,,IR
25721,5073,2019,1,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
26103,5086,2019,2,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
26326,5094,2019,3,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
27087,5117,2019,4,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
27573,5132,2019,5,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
28123,5147,2019,6,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
28214,5150,2019,7,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
29150,5176,2019,8,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
29667,5189,2019,9,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
30409,5210,2019,11,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
30880,5222,2019,12,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
31803,5247,2019,13,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
32102,5254,2019,14,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
32681,5269,2019,15,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
33397,5286,2019,16,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
34536,5312,2019,17,JB-8575,Jake,Butt,Jake Butt,TE,DEN,Knee,,IR
30147,5203,2019,10,JC-4075,James,Conner,James Conner,RB,PIT,Shoulder,DNP,Out
31047,5227,2019,12,JC-4075,James,Conner,James Conner,RB,PIT,Shoulder,DNP,Out
32436,5262,2019,14,JC-4075,James,Conner,James Conner,RB,PIT,Shoulder,LP,Out
34369,5308,2019,17,JC-4075,James,Conner,James Conner,RB,PIT,Quad,DNP,Out
28622,5161,2019,7,JC-4300,Jared,Cook,Jared Cook,TE,NO,Ankle,DNP,Out
28778,5165,2019,8,JC-4300,Jared,Cook,Jared Cook,TE,NO,Ankle,DNP,Out
25398,5061,2019,1,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
25791,5076,2019,2,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
26294,5093,2019,3,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
26879,5111,2019,4,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
27343,5125,2019,5,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
28409,5155,2019,7,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
28971,5171,2019,8,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
29530,5186,2019,9,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
29928,5197,2019,10,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
30323,5208,2019,11,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
30854,5222,2019,12,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
31343,5235,2019,13,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
31989,5251,2019,14,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
32609,5267,2019,15,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
33270,5283,2019,16,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
34271,5306,2019,17,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
34623,5314,2019,18,JC-5675,Jason,Croom,Jason Croom,TE,BUF,Hamstring,,IR
28534,5158,2019,7,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
28741,5164,2019,8,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
29544,5186,2019,9,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
30577,5214,2019,11,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
30911,5223,2019,12,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
31713,5244,2019,13,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
32329,5259,2019,14,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
32863,5273,2019,15,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
33645,5291,2019,16,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
34472,5310,2019,17,JC-6025,Jerome,Cunningham,Jerome Cunningham,TE,WAS,Knee,,IR
26407,5097,2019,3,JD-1650,James,Develin,James Develin,RB,NE,Neck,DNP,Out
26895,5111,2019,4,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
27477,5129,2019,5,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
27717,5136,2019,6,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
28675,5163,2019,7,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
29125,5175,2019,8,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
29736,5191,2019,9,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
30676,5217,2019,11,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
31165,5230,2019,12,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
31859,5248,2019,13,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
32396,5261,2019,14,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
32831,5272,2019,15,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
33285,5283,2019,16,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
34207,5304,2019,17,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
34665,5315,2019,18,JD-1650,James,Develin,James Develin,RB,NE,Neck,,IR
25963,5081,2019,2,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Leg,DNP,IR
26454,5098,2019,3,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Leg,,IR
27132,5118,2019,4,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Leg,,IR
27437,5128,2019,5,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Leg,,IR
27897,5141,2019,6,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Hamstring,,IR
28450,5156,2019,7,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Hamstring,,IR
28722,5164,2019,8,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Hamstring,,IR
29430,5183,2019,9,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Hamstring,,IR
30187,5204,2019,10,JD-2350,Josh,Doctson,Josh Doctson,WR,MIN,Hamstring,,IR
25515,5066,2019,1,JD-2850,Jeff,Driskel,Jeff Driskel,QB,CIN,Hamstring,,IR
31323,5234,2019,13,JD-2850,Jeff,Driskel,Jeff Driskel,QB,DET,Hamstring,LP,IR
32129,5255,2019,14,JD-2850,Jeff,Driskel,Jeff Driskel,QB,DET,Hamstring,,IR
32943,5275,2019,15,JD-2850,Jeff,Driskel,Jeff Driskel,QB,DET,Hamstring,,IR
33426,5286,2019,16,JD-2850,Jeff,Driskel,Jeff Driskel,QB,DET,Hamstring,,IR
34036,5301,2019,17,JD-2850,Jeff,Driskel,Jeff Driskel,QB,DET,Hamstring,,IR
29663,5189,2019,9,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,DNP,IR
30408,5210,2019,11,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
30875,5222,2019,12,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
31802,5247,2019,13,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
32101,5254,2019,14,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
32680,5269,2019,15,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
33396,5286,2019,16,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
34533,5312,2019,17,JF-1900,Joe,Flacco,Joe Flacco,QB,DEN,Neck,,IR
28674,5163,2019,7,JG-2450,Josh,Gordon,Josh Gordon,WR,NE,Knee,DNP,Out
29124,5175,2019,8,JG-2450,Josh,Gordon,Josh Gordon,WR,NE,Knee,DNP,IR
31525,5240,2019,13,JG-2950,Jakeem,Grant,Jakeem Grant,WR,MIA,Ankle,,IR
32208,5257,2019,14,JG-2950,Jakeem,Grant,Jakeem Grant,WR,MIA,Ankle,,IR
32771,5271,2019,15,JG-2950,Jakeem,Grant,Jakeem Grant,WR,MIA,Ankle,,IR
33368,5285,2019,16,JG-2950,Jakeem,Grant,Jakeem Grant,WR,MIA,Ankle,,IR
34176,5304,2019,17,JG-2950,Jakeem,Grant,Jakeem Grant,WR,MIA,Ankle,,IR
29664,5189,2019,9,JH-3625,Jeff,Heuerman,Jeff Heuerman,TE,DEN,Knee,DNP,Out
31542,5240,2019,13,JH-5575,Jordan,Howard,Jordan Howard,RB,PHI,Shoulder,LP,Out
