player,first,last,name,position1,start
MA-1287,Marcell,Ateman,Marcell Ateman,WR,2018
MG-0175,Michael,Gallup,Michael Gallup,WR,2018
MT-2350,Malik,Turner,Malik Turner,WR,2018
MV-0012,Marquez,Valdes-Scantling,Marquez Valdes-Scantling,WR,2018
RF-1075,Robert,Foster,Robert Foster,WR,2018
RG-0012,Rico,Gafford,Rico Gafford,WR,2018
RG-0025,Russell,Gage,Russell Gage,WR,2018
RJ-0450,Richie,James,Richie James,WR,2018
SM-2825,Steven,Mitchell,Steven Mitchell,WR,2018
TQ-0100,Trey,Quinn,Trey Quinn,WR,2018
TS-1425,Trent,Sherfield,Trent Sherfield,WR,2018
TS-2425,Tre'Quan,Smith,Tre'Quan Smith,WR,2018
VS-0175,Vyncint,Smith,Vyncint Smith,WR,2018
