player,first,last,name,position1,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16
SD-0175,Sam,Darnold,Sam Darnold,QB,13.82,13.46,2.76,11.48,18.42,18.0,12.04,12.32,1.1600000000000001,0,0,0.0,9.8,21.619999999999997,26.04,7.48
TB-2093,Tim,Boyle,Tim Boyle,QB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
DS-3300,Darren,Sproles,Darren Sproles,RB,0.0,1.7,2.1,0.7000000000000001,-2.0,0,0.0,0.3,0.4,0.6,0.0,0.2,-2.0,0.0,0.0,0.0
FG-0200,Frank,Gore,Frank Gore,RB,3.8,1.5,4.7,-2.8,4.5,16.9,3.3,3.5999999999999996,5.5,0,0,3.3000000000000007,1.1,13.600000000000001,18.8,12.100000000000001
AP-0700,Adrian,Peterson,Adrian Peterson,RB,24.3,11.8,19.0,11.799999999999999,45.3,11.5,7.0,51.5,5.9,0,0,24.6,0.3,21.5,4.800000000000001,3.6
ML-2500,Marshawn,Lynch,Marshawn Lynch,RB,15.9,8.5,14.0,13.9,9.8,15.8,8.7,28.32,16.5,0,0,0.0,8.7,8.2,17.2,12.7
LM-1000,LeSean,McCoy,LeSean McCoy,RB,4.699999999999999,5.5,15.3,2.9,1.3,6.7,17.2,11.5,2.3,13.9,12.1,2.6,5.4,11.600000000000001,6.6,0.9
JD-1650,James,Develin,James Develin,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
AS-0900,Anthony,Sherman,Anthony Sherman,RB,0.6,0,0.6,2.4,0,1.5,0,0,0,0,0.4,0.0,0,0.6,0,1.4000000000000001
BP-1200,Bilal,Powell,Bilal Powell,RB,0,0,0,0,0,0,0,0,0,1.8,0,0.0,1.0,0,0,0
DL-1700,Dion,Lewis,Dion Lewis,RB,0.7,0.0,0.3,0.0,0.8,1.0,0,0.0,0.2,0.1,0.0,0.0,0,-1.0,0,11.8
MI-0100,Mark,Ingram,Mark Ingram,RB,4.0,3.0999999999999996,9.5,5.8,10.899999999999999,8.799999999999999,9.7,0,0,1.4000000000000001,15.4,11.4,0,0,0,0
NB-0200,Nick,Bellore,Nick Bellore,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
PD-0700,Patrick,DiMarco,Patrick DiMarco,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
TJ-2400,Taiwan,Jones,Taiwan Jones,RB,0,0.4,0.30000000000000004,0.0,0.0,0.0,4.8,0.1,3.9,0.3,0,0.0,0,0,0,0
AM-2850,Alfred,Morris,Alfred Morris,RB,21.6,8.9,13.8,16.900000000000002,13.5,11.6,11.0,5.9,7.6,8.299999999999999,17.3,10.4,16.9,21.3,16.8,39.2
BB-2250,Brandon,Bolden,Brandon Bolden,RB,1.1,0,6.4,20.8,5.4,2.8,0,0,0,0,0,0.0,1.1,0,0.3,2.6
JO-0550,Jamize,Olawale,Jamize Olawale,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
CA-0750,C.J.,Anderson,C.J. Anderson,RB,0,0,0,0,0,0,0,2.2,0,0,1.6,0.0,0,0,0,0
CT-1220,Chris,Thompson,Chris Thompson,RB,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0
GB-0350,Giovani,Bernard,Giovani Bernard,RB,3.0,18.5,15.9,7.5,4.9,16.0,5.9,2.7,22.4,15.5,8.6,6.6000000000000005,14.8,10.600000000000001,6.7,7.3
KB-0350,Kenjon,Barner,Kenjon Barner,RB,0,0,0,0.5,0,0,0.30000000000000004,0,0,0,0,0.6,0,0.0,0,0
KJ-1400,Kyle,Juszczyk,Kyle Juszczyk,RB,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0
LB-0250,Le'Veon,Bell,Le'Veon Bell,RB,0,0,0,20.4,5.6,9.9,11.100000000000001,13.9,15.6,8.8,9.8,19.6,8.0,16.7,16.9,15.6
LM-1850,Latavius,Murray,Latavius Murray,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
RB-4670,Rex,Burkhead,Rex Burkhead,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
SW-0350,Spencer,Ware,Spencer Ware,RB,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
ZL-0200,Zach,Line,Zach Line,RB,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
