player,first,last,name,position1,game1,game2,game3,game4,game5,game6,game7,game8,game9,game10,game11,game12,game13,game14,game15,game16
TJ-2275,Ty,Johnson,Ty Johnson,RB,0.6,3.6,0.5,1.4000000000000001,0,5.699999999999999,3.8,3.5999999999999996,1.9000000000000001,0.6,2.1,2.9,1.0,0.0,2.0,6.5
TP-1650,Tony,Pollard,Tony Pollard,RB,2.4,2.5,18.8,0,1.9,1.3,2.8,3.0,-0.4,13.6,2.8,0.7,0.0,22.3,-2.0,6.5
TW-1325,Trevon,Wesco,Trevon Wesco,RB,0,0,0,0,0,0,0,0,1.7,0,0,0.0,0.0,0.0,3.2,0.0
WH-0762,Wes,Hills,Wes Hills,RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.2,0.0,0.0
CJ-2075,Charles,Jones,Charles Jones,TE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5
DK-0950,Dawson,Knox,Dawson Knox,TE,0.1,1.8,13.600000000000001,5.8,1.2,2.2,0.0,1.4,5.5,9.2,1.1,1.7,3.7,1.1,3.3,0.0
DS-0050,Drew,Sample,Drew Sample,TE,0.0,2.5,0,0,0,-0.1,0.3,0,0.3,0,0,0.0,0.0,0.0,0.0,0.0
FM-0675,Foster,Moreau,Foster Moreau,TE,2.0,0,0.1,9.0,4.6,8.4,1.0,6.3,0,6.8,0.3,1.5,7.4,0.0,0.0,0.0
HH-0237,Hale,Hentges,Hale Hentges,TE,0,0,0,0,0,0,0,1.3,0,0.0,0,0.0,0.0,0.0,8.8,6.2
IN-0050,Isaac,Nauta,Isaac Nauta,TE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,1.0,0.0,0.0
IS-0275,Irv,Smith Jr.,Irv Smith Jr.,TE,0,-0.1,6.0,0.5,0,2.9,6.0,2.1,3.3,3.4,8.0,0.6,2.1,6.8,0.4,1.1
JH-5350,Jesper,Horsted,Jesper Horsted,TE,0,0,0,0,0,0,0,0,0,0,0.4,7.8,3.6,-1.1,2.0,0.0
JO-0562,Josh,Oliver,Josh Oliver,TE,0,0,0,0,0,0,0,0.6,0.4,0.5,0,0.0,0.0,0.0,0.0,0.0
JS-6325,Jace,Sternberger,Jace Sternberger,TE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
KS-1375,Kaden,Smith,Kaden Smith,TE,0,0,0,0,0,0,0,0,0,0.1,7.7,7.0,0.9,3.8,15.5,9.8
NF-0175,Noah,Fant,Noah Fant,TE,2.4,3.3,1.7000000000000002,9.1,0.6,1.6,0.7,2.6,19.5,5.3,1.4,0.5,17.3,5.6,1.0,0.4
SC-0175,Stephen,Carlson,Stephen Carlson,TE,0,0,0,0,0,0,0,0.0,0,6.8,0.8,2.8,0.0,0.0,0.7,0.0
TH-1875,T.J.,Hockenson,T.J. Hockenson,TE,19.1,0.7,0.1,8.7,2.1,3.2,2.1,5.6,4.7,0.6,0.0,1.8,0.0,0.0,0.0,0.0
TS-3656,Tommy,Sweeney,Tommy Sweeney,TE,3.5,0.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7.6
ZG-0012,Zach,Gentry,Zach Gentry,TE,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0
AB-3150,A.J.,Brown,A.J. Brown,WR,10.0,2.5,0.4,23.4,2.7,2.3,6.2,7.1,8.1,1.7,21.5,4.5,30.6,17.4,16.3,20.4
AD-1587,Ashton,Dulin,Ashton Dulin,WR,0,0,0,0,0,0,0,0,0.0,0,0,1.3,0.0,0.4,0.0,0.0
AH-3450,Alexander,Hollins,Alexander Hollins,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.6
AI-0100,Andy,Isabella,Andy Isabella,WR,0.0,0,0.0,0.5,1.1,0,0.8,0,16.8,7.8,0.6,0.0,0.5,0.30000000000000004,0.0,0.0
DH-1487,Deonte,Harris,Deonte Harris,WR,0.0,-0.7,4.0,1.0,0.0,0.0,0.0,1.7,0.0,0,0,0.0,2.1,0.1,0.0,1.3
DJ-1675,Diontae,Johnson,Diontae Johnson,WR,2.5,1.7,11.8,13.7,2.7,1.4,16.4,0.5,6.4,1.7,2.9,3.0999999999999996,19.6,4.2,14.1,5.4
DM-2275,D.K.,Metcalf,D.K. Metcalf,WR,8.9,12.1,6.7,0.6,12.4,7.300000000000001,3.3,13.3,23.0,5.0,3.5,5.5,7.8,9.6,0.0,14.1
DS-0150,Deebo,Samuel,Deebo Samuel,WR,1.7000000000000002,15.399999999999999,4.4,0.3,1.9000000000000001,0,10.8,4.0,11.2,13.4,13.0,12.1,10.899999999999999,3.7,11.9,19.5
DS-1862,Darrius,Shepherd,Darrius Shepherd,WR,0,0,0.0,0.0,0.0,-1.9,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
DS-2275,Darius,Slayton,Darius Slayton,WR,0,0,8.2,1.3,12.2,3.2,2.8,17.0,0.6,24.1,6.7,4.4,29.4,9.1,0.0,5.0
DW-3987,Damion,Willis,Damion Willis,WR,3.0,0.6,0,0.8,3.8,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
GD-0450,Greg,Dortch,Greg Dortch,WR,0,0,0,0,0,0,0,0.0,0,0,0,0.0,-2.0,0.0,0.0,0.0
GO-0150,Gunner,Olszewski,Gunner Olszewski,WR,0.0,0.0,-2.0,0.0,0.0,3.4,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
HR-0062,Hunter,Renfrow,Hunter Renfrow,WR,1.3,3.0,2.8,1.8,1.2,1.4,16.8,11.4,4.2,6.6,3.1,0.0,0.0,0.0,18.7,16.2
IH-0200,Ishmael,Hyman,Ishmael Hyman,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,3.1,0.0
JA-1975,J.J.,Arcega-Whiteside,J.J. Arcega-Whiteside,WR,0.0,0.4,1.0,0,0,0,0,0,0,2.9,4.3,7.5,2.9,0.0,3.9,0.0
JG-4200,Jalen,Guyton,Jalen Guyton,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
JM-4162,Jakobi,Meyers,Jakobi Meyers,WR,2.2,0,3.8,0,0.6,5.4,4.7,0.5,0,0.7,7.4,4.6,3.5,0.0,2.5,0.0
JM-5750,Jason,Moore,Jason Moore,WR,0,0,0,0,0,4.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JS-4212,Jeff,Smith,Jeff Smith,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.2,0.0,0.0
JU-0400,John,Ursua,John Ursua,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.1
JW-5637,Juwann,Winfree,Juwann Winfree,WR,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
KD-1456,Keelan,Doss,Keelan Doss,WR,0,0,0,1.4,1.1,5.4,0,0,0,0,0,1.1,2.6,1.7,0.0,0.0
KH-0525,Kelvin,Harmon,Kelvin Harmon,WR,3.1,0,0,1.4,0.4,0.8,0.0,1.2,0.6,5.3,4.3,5.1,3.0,2.2,6.24,3.3
KJ-0537,KeeSean,Johnson,KeeSean Johnson,WR,4.6,5.1,1.3,1.9,2.5,1.4,0.6,0,8.2,0.0,-0.6000000000000001,0.0,0.0,0.0,0.0,0.0
LH-1950,Lil'Jordan,Humphrey,Lil'Jordan Humphrey,WR,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
MB-3325,Miles,Boykin,Miles Boykin,WR,6.5,1.1,0.0,9.2,0,2.8,5.5,0.0,0,0.0,5.4,0.0,0.0,6.5,0.8,0.0
MB-4075,Marquise,Brown,Marquise Brown,WR,30.7,8.6,4.9,2.2,8.2,0,0,4.8,14.0,2.3,16.2,0.1,-0.2,10.5,0.6,1.5
MH-0875,Mecole,Hardman,Mecole Hardman,WR,0.0,14.1,18.4,-1.1,7.300000000000001,4.5,8.8,11.5,-1.3,14.3,1.3,0.9,12.8,1.0,0.0,9.0
MW-0350,Michael,Walker,Michael Walker,WR,0,0,0,0,0,0,0,0,0.0,0.0,-2.0,0.6,0.9,0.0,-2.0,0.0
NH-0825,N'Keal,Harry,N'Keal Harry,WR,0,0,0,0,0,0,0,0,0,1.8,7.0,0.0,1.2,9.7,3.9000000000000004,3.8
NW-0325,Nsimba,Webster,Nsimba Webster,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
OJ-0050,Olabisi,Johnson,Olabisi Johnson,WR,0,0,0,3.5,4.3,1.6,10.0,2.7,6.4,2.5,3.5,0.1,6.9,2.5,0.6,3.4
OZ-0100,Olamide,Zaccheaus,Olamide Zaccheaus,WR,0,0,0,0,0,0,0,0,0.0,0,0,0.0,17.3,0.0,0.0,2.2
PC-0050,Parris,Campbell,Parris Campbell,WR,0.7999999999999999,7.2,2.4,0.5,0,0,0.0,8.0,0,0,0,0.0,1.2,0.0,0.0,0.0
PW-1150,Preston,Williams,Preston Williams,WR,8.4,6.3,6.8,4.6,3.1,6.199999999999999,4.2,19.2,0,0,0,0.0,0.0,0.0,0.0,0.0
RR-0650,Riley,Ridley,Riley Ridley,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,1.0,0.0,5.4
SM-2653,Scott,Miller,Scott Miller,WR,0,0,0,0.0,1.8,3.9,0.0,0.0,3.3,7.1,0.6000000000000001,0.0,0.0,10.9,0.0,0.0
SM-3250,Stanley,Morgan Jr.,Stanley Morgan Jr.,WR,0,0,0,0,0.6,0,0,0.3,0.9,0,0,0.0,0.0,0.0,0.0,0.0
SS-0650,Spencer,Schnell,Spencer Schnell,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SS-1537,Steven,Sims Jr.,Steven Sims Jr.,WR,0,1.9000000000000001,2.4,0.0,14.6,0.1,0.5,0.0,1.2,0.6,6.0,2.9,4.0,10.5,19.3,13.5
TF-1450,Travis,Fulgham,Travis Fulgham,WR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
TM-2275,Terry,McLaurin,Terry McLaurin,WR,20.5,12.2,13.0,0,5.1,22.0,1.1,3.9,3.9,6.9,7.2,0.8,11.7,21.0,8.6,0.0
VB-0325,Ventell,Bryant,Ventell Bryant,WR,0,0,0,0,0,0,0,0,0,0,0.0,7.5,0.0,0.0,0.0,0.0
