player,first,last,name,position1,2000-game1,2000-game2,2000-game3,2000-game4,2000-game5,2000-game6,2000-game7,2000-game8,2000-game9,2000-game10,2000-game11,2000-game12,2000-game13,2000-game14,2000-game15,2000-game16,2001-game1,2001-game2,2001-game3,2001-game4,2001-game5,2001-game6,2001-game7,2001-game8,2001-game9,2001-game10,2001-game11,2001-game12,2001-game13,2001-game14,2001-game15,2001-game16,2002-game1,2002-game2,2002-game3,2002-game4,2002-game5,2002-game6,2002-game7,2002-game8,2002-game9,2002-game10,2002-game11,2002-game12,2002-game13,2002-game14,2002-game15,2002-game16,2003-game1,2003-game2,2003-game3,2003-game4,2003-game5,2003-game6,2003-game7,2003-game8,2003-game9,2003-game10,2003-game11,2003-game12,2003-game13,2003-game14,2003-game15,2003-game16,2004-game1,2004-game2,2004-game3,2004-game4,2004-game5,2004-game6,2004-game7,2004-game8,2004-game9,2004-game10,2004-game11,2004-game12,2004-game13,2004-game14,2004-game15,2004-game16,2005-game1,2005-game2,2005-game3,2005-game4,2005-game5,2005-game6,2005-game7,2005-game8,2005-game9,2005-game10,2005-game11,2005-game12,2005-game13,2005-game14,2005-game15,2005-game16,2006-game1,2006-game2,2006-game3,2006-game4,2006-game5,2006-game6,2006-game7,2006-game8,2006-game9,2006-game10,2006-game11,2006-game12,2006-game13,2006-game14,2006-game15,2006-game16,2007-game1,2007-game2,2007-game3,2007-game4,2007-game5,2007-game6,2007-game7,2007-game8,2007-game9,2007-game10,2007-game11,2007-game12,2007-game13,2007-game14,2007-game15,2007-game16,2008-game1,2008-game2,2008-game3,2008-game4,2008-game5,2008-game6,2008-game7,2008-game8,2008-game9,2008-game10,2008-game11,2008-game12,2008-game13,2008-game14,2008-game15,2008-game16,2009-game1,2009-game2,2009-game3,2009-game4,2009-game5,2009-game6,2009-game7,2009-game8,2009-game9,2009-game10,2009-game11,2009-game12,2009-game13,2009-game14,2009-game15,2009-game16,2010-game1,2010-game2,2010-game3,2010-game4,2010-game5,2010-game6,2010-game7,2010-game8,2010-game9,2010-game10,2010-game11,2010-game12,2010-game13,2010-game14,2010-game15,2010-game16,2011-game1,2011-game2,2011-game3,2011-game4,2011-game5,2011-game6,2011-game7,2011-game8,2011-game9,2011-game10,2011-game11,2011-game12,2011-game13,2011-game14,2011-game15,2011-game16,2012-game1,2012-game2,2012-game3,2012-game4,2012-game5,2012-game6,2012-game7,2012-game8,2012-game9,2012-game10,2012-game11,2012-game12,2012-game13,2012-game14,2012-game15,2012-game16,2013-game1,2013-game2,2013-game3,2013-game4,2013-game5,2013-game6,2013-game7,2013-game8,2013-game9,2013-game10,2013-game11,2013-game12,2013-game13,2013-game14,2013-game15,2013-game16,2014-game1,2014-game2,2014-game3,2014-game4,2014-game5,2014-game6,2014-game7,2014-game8,2014-game9,2014-game10,2014-game11,2014-game12,2014-game13,2014-game14,2014-game15,2014-game16,2015-game1,2015-game2,2015-game3,2015-game4,2015-game5,2015-game6,2015-game7,2015-game8,2015-game9,2015-game10,2015-game11,2015-game12,2015-game13,2015-game14,2015-game15,2015-game16,2016-game1,2016-game2,2016-game3,2016-game4,2016-game5,2016-game6,2016-game7,2016-game8,2016-game9,2016-game10,2016-game11,2016-game12,2016-game13,2016-game14,2016-game15,2016-game16,2017-game1,2017-game2,2017-game3,2017-game4,2017-game5,2017-game6,2017-game7,2017-game8,2017-game9,2017-game10,2017-game11,2017-game12,2017-game13,2017-game14,2017-game15,2017-game16,2018-game1,2018-game2,2018-game3,2018-game4,2018-game5,2018-game6,2018-game7,2018-game8,2018-game9,2018-game10,2018-game11,2018-game12,2018-game13,2018-game14,2018-game15,2018-game16,2019-game1,2019-game2,2019-game3,2019-game4,2019-game5,2019-game6,2019-game7,2019-game8,2019-game9,2019-game10,2019-game11,2019-game12,2019-game13,2019-game14,2019-game15,2019-game16
IND,Indianapolis,Colts,Indianapolis Colts,DF,10,-3,12,5,4,12,2,13,0,5,4,3,4,31,10,6,9,6,-2,5,-3,8,13,7,3,2,11,-2,8,3,1,16,11,3,12,9,9,2,3,1,9,13,6,14,5,4,3,8,8,18,7,15,1,7,6,10,1,2,5,5,7,11,7,3,6,8,4,4,17,7,2,3,26,17,14,19,10,11,2,0,20,12,8,9,25,8,15,6,4,0,10,17,6,7,1,10,4,8,6,8,5,1,2,10,5,5,14,4,0,7,0,4,16,7,7,5,4,14,9,6,13,9,9,7,16,9,7,6,1,5,2,14,18,-1,-1,5,8,4,4,17,23,4,11,7,4,4,13,10,8,17,9,7,5,5,14,6,6,3,1,-1,3,17,8,-1,5,9,14,3,20,0,-1,1,1,5,3,3,6,3,15,4,1,0,-3,3,8,5,7,0,6,16,7,5,7,6,1,7,-2,5,5,2,19,-5,7,1,11,2,16,9,6,7,10,20,13,2,9,1,1,2,2,12,-3,14,16,10,0,1,17,10,13,8,8,1,5,1,11,14,7,8,0,9,0,3,12,4,5,9,6,7,5,15,10,1,8,8,13,12,-2,2,10,2,2,3,11,4,5,6,-1,10,4,15,2,6,-2,9,6,4,2,6,5,9,5,5,4,0,7,5,3,9,5.0,8.0,9.0,6.0,1.0,3.0,16.0,1.0,4.0,12.0,3.0,9.0,5.0,13.0,2.0,7.0,7,5,2,2,9,9,6,7,8,7,3,9,12,-1,15,2
DAL,Dallas,Cowboys,Dallas Cowboys,DF,4,3,7,-3,10,2,10,2,5,11,8,2,4,12,6,8,9,-1,0,7,6,8,14,26,2,2,4,8,2,2,1,3,8,14,4,10,6,3,6,6,8,2,8,17,4,-3,7,15,4,13,8,14,4,18,3,7,11,7,5,3,-1,19,9,5,-1,10,5,5,3,-2,3,0,-4,4,15,3,6,13,11,2,6,10,7,3,7,15,10,16,10,6,6,6,3,-1,7,2,3,11,15,10,10,3,8,3,10,17,8,0,0,15,4,10,0,12,20,8,7,6,14,10,9,5,17,7,1,7,10,7,4,3,8,2,6,4,4,7,12,8,10,14,9,15,8,0,4,-1,18,6,6,10,8,8,5,7,8,4,3,11,10,10,4,1,13,2,5,8,2,0,12,13,5,17,5,10,1,22,8,8,10,1,9,8,3,12,18,7,6,7,-1,6,2,1,6,2,9,3,0,7,4,3,20,4,2,8,7,6,-1,0,26,7,11,8,-1,8,13,8,12,-4,10,4,-2,1,2,7,0,9,11,9,3,3,4,5,9,11,3,2,5,10,11,18,1,18,-2,3,4,2,9,0,11,12,2,4,1,4,8,2,4,4,5,4,5,10,5,7,0,2,0,6,11,12,8,2,9,3,7,-2,1,14,18,5,3,-3,-1,13,7,1,3,11,6.0,11.0,2.0,3.0,5.0,10.0,1.0,7.0,4.0,5.0,9.0,7.0,4.0,2.0,13.0,2.0,6,1,9,10,1,4,14,17,0,3,5,4,5,4,2,7
MIA,Miami,Dolphins,Miami Dolphins,DF,20,14,14,10,12,21,4,8,13,14,6,3,16,7,5,9,14,4,-2,19,3,8,16,9,0,10,14,13,0,3,21,17,15,9,15,-5,14,15,5,5,4,14,11,1,13,8,10,5,0,6,13,12,23,7,17,8,-1,12,4,23,8,2,24,4,5,10,6,6,3,1,6,-2,3,9,21,2,6,9,13,1,16,3,10,5,5,1,13,10,6,2,15,8,7,12,13,3,4,3,11,10,3,2,3,24,10,21,15,6,15,7,6,2,7,-2,0,0,6,0,4,6,7,7,11,13,-1,9,10,-1,5,1,12,5,6,4,13,14,3,6,1,9,12,8,10,17,2,1,4,21,1,8,10,4,8,7,7,4,6,8,3,6,6,20,1,0,7,7,3,4,9,6,8,5,13,5,3,-1,0,3,3,2,4,8,1,9,10,11,5,11,10,9,4,9,1,5,6,12,12,4,21,3,-2,3,2,6,4,6,13,0,15,5,4,1,12,6,5,21,4,6,7,14,6,3,3,0,10,-1,10,11,5,12,27,16,7,5,0,7,2,-1,5,0,8,0,-3,2,23,12,-1,2,8,6,-2,16,1,4,2,5,12,3,6,1,1,7,4,9,17,6,6,1,12,22,1,-3,2,4,1,19,5,6,-1,3,-3,0,8,20,6,2,0,4,6.0,12.0,7.0,1.0,6.0,7.0,0.0,-3.0,22.0,3.0,9.0,7.0,1.0,7.0,8.0,6.0,-4,1,2,0,1,1,4,5,10,-3,0,3,3,4,3,11
PHI,Philadelphia,Eagles,Philadelphia Eagles,DF,15,0,17,16,7,8,8,8,3,10,5,19,3,6,10,11,8,13,18,3,8,1,10,15,27,5,11,17,10,5,4,10,7,13,14,14,0,13,5,8,-1,7,5,27,12,12,21,12,3,1,7,12,3,10,9,6,8,8,10,5,10,6,3,12,8,9,9,9,19,8,9,6,13,7,14,10,6,10,4,-3,11,13,1,14,7,18,-4,5,4,5,10,-3,7,3,4,2,8,9,13,9,23,4,2,6,12,4,-1,4,12,15,12,8,9,3,15,4,8,1,5,-1,5,3,4,5,7,13,3,3,8,7,19,12,1,15,9,7,2,13,6,8,3,15,6,30,28,-1,6,12,9,21,9,6,1,5,5,17,14,14,7,4,7,5,13,4,18,8,6,7,13,11,3,8,5,5,4,5,16,5,2,7,2,13,9,9,16,10,-2,2,20,18,6,8,11,6,3,3,1,2,3,5,0,1,1,-1,2,9,3,-2,11,4,5,-4,9,4,7,4,7,8,9,11,8,0,20,6,14,4,1,14,23,14,2,6,25,0,11,13,4,2,6,7,5,7,10,3,14,18,7,12,4,-2,-1,21,5,-1,-1,9,8,10,14,5,8,15,3,4,5,3,0,3,10,7,12,12,17,4,4,4,7,10,6,19,7,21,10,2,9,8,20,5,9.0,6.0,3.0,5.0,3.0,9.0,2.0,6.0,4.0,-5.0,4.0,8.0,8.0,7.0,5.0,10.0,1,7,2,5,32,2,2,11,4,2,11,2,3,8,7,7
ATL,Atlanta,Falcons,Atlanta Falcons,DF,8,5,17,2,3,7,8,4,15,5,7,3,0,-1,9,9,5,5,13,4,4,12,7,10,10,11,-1,6,-1,-1,7,13,1,6,10,6,10,10,3,17,11,7,28,14,0,13,10,11,12,9,2,2,1,3,2,4,14,23,6,7,16,3,13,6,7,16,18,17,4,3,3,11,10,8,10,5,16,11,8,13,11,4,9,18,2,19,19,5,2,1,16,2,8,4,8,-2,12,11,1,21,6,4,6,4,10,4,1,6,15,2,6,2,2,7,3,6,14,6,2,11,7,2,5,4,1,3,-1,7,5,4,15,2,4,1,4,11,13,1,2,6,-1,9,12,3,15,7,0,10,9,1,13,14,1,2,4,1,0,13,18,10,6,11,8,6,18,2,4,5,6,3,4,3,12,14,12,10,11,5,5,3,6,8,4,9,0,4,5,6,6,20,2,16,9,11,13,4,8,15,4,4,2,11,2,14,0,11,6,2,4,8,9,-1,3,11,5,4,0,-1,2,3,15,15,2,5,3,0,18,-3,0,4,4,2,11,9,7,6,0,1,20,0,4,4,3,21,11,0,8,2,5,8,2,5,-1,5,7,2,1,0,11,10,9,3,13,2,6,4,4,4,24,7,7,3,5,13,2,3,2,2,5,5,15,12,1,3,5,4,3,11,6.0,4.0,-2.0,4.0,-1.0,5.0,4.0,6.0,1.0,2.0,3.0,10.0,3.0,20.0,13.0,2.0,0,9,1,0,-3,-1,-3,2,9,17,3,0,11,3,6,13
NYG,New York,Giants,New York Giants,DF,12,5,9,2,3,14,13,9,10,3,4,16,9,7,14,12,-1,7,9,23,15,9,1,14,11,8,0,2,8,13,8,2,5,15,8,3,4,3,2,5,9,7,8,2,16,18,8,6,23,8,5,4,3,8,9,12,3,-1,14,4,2,0,3,16,1,25,13,9,9,2,9,8,3,3,3,0,9,6,7,7,7,17,-1,11,14,2,15,9,8,5,7,21,8,8,6,3,3,3,9,7,12,22,8,6,5,2,6,5,11,3,0,4,2,0,5,24,13,9,21,8,2,18,1,7,8,2,23,-2,4,17,6,8,-3,13,16,13,3,16,4,11,10,4,-1,4,14,13,6,8,15,-3,6,5,6,3,3,4,2,22,-2,-3,12,0,0,20,12,8,4,9,3,9,8,19,10,8,0,11,5,13,9,8,9,7,8,10,4,8,-3,1,8,5,14,13,4,5,15,2,2,16,11,20,14,1,12,3,9,0,-1,6,1,-1,0,6,-2,0,10,13,16,15,6,8,1,5,14,15,-2,4,11,15,3,5,3,-2,5,4,3,7,22,10,8,4,12,2,7,9,2,9,13,5,12,7,2,5,3,4,-2,2,0,13,1,0,4,2,20,10,5,9,22,6,12,9,4,19,1,5,5,1,2,21,3,-5,3,10,14,3,-1,0,6,12,3.0,0.0,7.0,0.0,4.0,0.0,5.0,2.0,4.0,12.0,3.0,17.0,18.0,2.0,2.0,3.0,-3,2,7,21,4,10,4,7,1,1,6,-1,5,7,0,0
JAC,Jacksonville,Jaguars,Jacksonville Jaguars,DF,5,4,17,-1,10,7,2,1,9,0,13,5,12,9,13,4,19,8,15,6,5,7,3,11,2,6,12,6,10,12,9,2,6,6,14,5,3,7,8,5,11,6,11,4,9,8,-1,2,9,-3,2,9,8,5,1,10,4,11,7,7,13,4,3,3,8,6,8,2,0,9,5,2,5,9,8,4,15,12,12,13,14,5,12,5,6,17,8,9,20,4,8,6,3,7,6,8,9,10,2,1,20,1,8,16,6,10,2,11,7,3,1,6,9,10,8,7,13,3,14,0,13,5,8,2,15,5,15,0,6,5,11,0,11,7,1,4,12,3,6,1,3,6,-1,3,6,3,6,7,-2,3,-1,3,6,11,0,8,11,-1,-1,2,8,6,2,4,3,-1,-2,11,2,8,0,9,4,0,3,-1,5,4,1,7,3,4,10,6,15,5,10,-3,22,0,7,12,6,0,3,4,0,8,4,0,6,5,5,3,6,3,7,7,2,5,3,1,1,9,1,-1,15,3,8,8,7,8,5,0,10,0,-1,1,7,4,13,5,5,2,11,22,1,2,7,13,6,2,-3,10,-1,0,23,1,9,9,3,5,14,3,0,3,1,2,6,8,2,-1,-3,2,1,7,4,2,2,4,12,10,27,0,11,15,27,5,14,5,5,24,11,11,8,9,2,14,13.0,4.0,6.0,8.0,4.0,0.0,1.0,8.0,1.0,8.0,0.0,11.0,2.0,4.0,16.0,8.0,-3,6,14,2,4,6,17,15,5,6,2,5,-2,5,5,13
NYJ,New York,Jets,New York Jets,DF,6,10,17,11,1,26,5,3,2,2,15,9,8,3,10,7,4,13,4,21,11,7,14,17,14,29,4,1,7,5,2,9,11,1,0,1,2,11,2,13,10,3,11,4,7,4,7,4,9,3,6,5,19,3,9,0,2,-2,8,6,7,4,2,4,11,8,21,7,8,8,11,0,7,4,13,9,9,13,1,14,3,7,14,7,8,5,11,4,3,4,1,3,19,3,10,22,9,7,15,7,-2,7,5,11,9,4,9,11,4,8,6,12,-3,0,4,7,7,6,0,6,3,12,4,16,2,13,10,6,7,4,3,24,8,2,4,18,22,4,6,1,6,17,7,3,9,5,11,2,-1,6,15,7,4,5,21,10,13,3,15,13,11,8,6,8,16,5,5,2,7,3,14,0,14,6,7,24,18,16,0,13,5,20,5,9,-3,4,3,8,12,8,3,5,13,3,10,1,2,15,2,3,13,10,-3,8,10,7,4,1,8,4,8,-1,3,4,12,-2,6,-2,6,3,12,1,10,9,3,5,6,4,4,1,1,1,1,11,-2,5,8,4,7,9,12,13,3,8,5,2,-1,11,4,3,7,5,10,11,4,4,9,1,2,2,2,-1,6,4,1,6,0,-2,3,4,-2,12,4,-3,11,3,8,4,6,5,13,4,0,1,2,5,1,2,17.0,8.0,4.0,7.0,7.0,13.0,-2.0,2.0,7.0,-2.0,0.0,15.0,13.0,5.0,1.0,-2.0,18,5,16,0,1,1,3,6,8,9,15,1,4,6,11,11
DET,Detroit,Lions,Detroit Lions,DF,16,12,-1,12,1,20,9,6,1,10,14,15,4,5,8,5,3,13,0,7,5,4,18,2,1,11,5,9,12,-4,1,5,-5,1,4,15,8,9,8,12,3,4,5,4,8,0,2,18,14,3,4,5,4,8,4,14,9,-1,13,15,7,-3,10,10,20,12,3,15,-3,13,12,1,3,7,-1,12,2,6,7,2,15,-1,12,10,24,13,4,5,4,3,4,2,11,3,12,2,16,1,3,-2,8,14,3,8,5,4,5,9,10,12,4,8,11,13,2,20,1,10,13,28,9,7,-1,0,4,-5,14,2,0,0,2,2,16,4,5,5,0,3,11,-2,6,4,-1,4,11,5,4,-3,10,9,3,4,5,-2,6,8,-5,13,5,1,12,2,8,5,17,5,16,5,4,1,-2,6,14,3,16,8,6,16,6,18,6,6,7,28,1,6,2,1,27,7,13,4,4,3,1,2,9,10,4,6,1,5,3,5,5,0,2,1,11,9,6,16,1,7,1,-1,4,-2,4,18,1,1,8,8,7,4,15,7,11,18,5,4,8,5,1,8,13,11,5,6,13,3,5,21,-1,2,5,0,4,4,9,5,3,1,6,10,-1,8,1,3,7,2,7,5,5,12,5,10,2,3,-2,0,15,16,13,11,2,13,4,6,14,9,5,-3,13,11,5,15,5.0,5.0,7.0,3.0,10.0,4.0,1.0,5.0,0.0,5.0,6.0,5.0,15.0,2.0,2.0,9.0,7,8,13,5,7,-3,11,0,5,0,7,3,1,1,6,3
GB,Green Bay,Packers,Green Bay Packers,DF,2,7,11,13,5,4,1,2,13,2,15,5,15,13,4,6,17,13,10,8,9,3,13,5,7,9,13,5,8,23,16,7,5,2,16,11,17,15,16,21,11,7,4,13,6,5,20,-2,5,16,2,11,9,-1,5,2,2,12,9,4,19,10,14,16,7,5,-3,7,-3,12,4,9,3,5,23,1,5,10,-1,18,3,2,4,5,30,9,4,5,9,9,3,7,3,-5,3,9,3,9,11,7,2,16,7,5,9,1,14,1,7,15,8,29,16,9,4,10,4,18,8,15,9,15,6,-1,21,9,-3,7,9,23,7,11,2,8,19,2,19,13,-2,1,7,2,7,5,11,11,10,7,15,10,1,0,14,5,21,14,8,2,14,15,8,11,7,15,8,2,13,12,27,9,2,7,9,2,14,14,4,12,8,15,6,9,6,17,8,6,8,8,18,0,4,5,3,18,2,2,5,9,5,13,7,19,-2,5,10,9,14,-2,1,3,19,8,8,8,8,3,5,6,8,12,5,4,2,6,0,4,8,6,21,7,6,1,17,29,4,1,2,5,13,10,4,7,8,12,22,5,1,-1,2,11,2,5,7,13,3,7,5,5,5,7,4,8,1,5,-3,-1,9,7,18,9,8,4,8,2,5,10,10,4,7,2,6,5,6,15,6,0,4,-1,5.0,11.0,1.0,17.0,2.0,5.0,4.0,1.0,13.0,5.0,2.0,2.0,11.0,3.0,-1.0,0.0,11,12,13,-1,9,3,2,4,2,8,0,9,7,12,10,3
CAR,Carolina,Panthers,Carolina Panthers,DF,0,4,7,7,7,5,14,10,9,4,4,12,24,9,11,-5,14,6,3,9,8,6,19,3,3,9,7,7,4,6,-1,6,7,21,16,9,4,11,0,13,1,6,3,17,11,5,15,14,10,12,12,5,8,0,8,3,11,8,3,7,7,16,4,16,4,8,0,5,2,4,5,4,14,15,17,7,18,17,16,3,4,9,2,4,9,16,7,20,25,5,10,12,1,16,11,22,3,10,3,3,17,9,3,3,14,17,4,1,0,0,11,15,8,1,5,2,9,15,1,11,10,2,1,23,-1,8,2,6,9,6,5,5,13,0,8,6,15,11,0,5,7,10,2,11,5,3,2,10,8,4,20,4,4,0,10,16,6,11,15,9,10,0,5,7,11,4,2,2,2,4,14,6,4,10,7,2,3,2,9,2,3,0,9,6,2,3,6,4,4,11,12,-1,3,11,-1,8,17,2,12,7,2,13,5,1,4,12,7,1,7,5,17,8,10,17,8,18,13,6,6,12,1,14,13,17,10,11,-2,-3,14,2,-1,10,7,-2,4,2,9,10,8,28,20,4,5,18,4,8,10,8,8,16,21,1,17,1,4,9,8,14,2,6,3,0,18,9,5,9,3,2,18,8,5,10,12,7,0,2,8,4,7,15,5,2,11,3,12,11,12,1,11.0,1.0,10.0,12.0,3.0,6.0,8.0,6.0,-4.0,1.0,1.0,6.0,5.0,7.0,5.0,5.0,4,7,12,13,14,19,2,10,2,2,3,6,-2,3,0,-2
NE,New England,Patriots,New England Patriots,DF,3,4,8,10,8,9,4,1,4,1,10,3,6,3,17,2,2,5,26,1,3,12,7,14,12,13,8,8,14,6,9,29,16,24,6,2,5,0,6,9,3,11,12,15,13,4,-1,2,5,27,9,4,9,22,12,10,2,11,5,5,23,8,21,16,7,12,17,10,7,5,-1,9,17,6,18,18,11,5,12,8,4,9,6,-3,2,0,7,-1,5,4,4,8,17,13,10,1,6,7,1,11,12,14,15,7,4,11,14,15,1,21,3,11,12,16,9,8,18,4,11,20,7,17,12,2,8,20,10,0,9,7,-3,7,1,16,7,0,9,4,4,2,3,12,9,8,4,5,5,8,6,14,18,3,2,19,-2,3,5,11,9,8,11,2,4,27,3,10,3,1,13,5,6,11,19,17,21,12,6,10,3,4,4,7,7,4,18,13,4,6,12,10,9,16,15,6,1,14,8,6,14,9,8,21,16,6,5,2,8,15,4,15,9,4,11,7,11,15,10,3,10,2,1,6,21,4,6,25,5,-1,14,11,5,13,5,3,7,3,9,19,7,5,5,13,5,11,5,4,12,8,5,7,4,2,12,18,9,1,3,8,12,3,7,5,3,4,6,6,8,13,8,14,14,5,2,1,5,5,3,9,6,5,5,8,16,10,2,4,7,10,7.0,3.0,3.0,9.0,7.0,1.0,13.0,17.0,4.0,1.0,7.0,9.0,6.0,7.0,9.0,20.0,7,31,8,18,12,24,15,20,2,10,7,2,7,19,5,2
OAK,Oakland,Raiders,Oakland Raiders,DF,16,7,5,16,7,3,12,12,9,3,5,11,13,22,9,25,7,11,20,5,11,9,9,0,4,6,2,5,14,10,4,9,4,11,28,16,4,2,7,2,15,6,8,7,11,7,13,7,5,12,5,1,8,7,5,4,6,21,1,7,4,10,-2,9,3,12,10,1,0,1,0,0,4,4,10,1,-2,4,9,8,3,5,5,11,2,6,16,5,3,11,8,2,2,9,4,1,0,3,14,1,7,12,28,4,9,3,3,15,8,4,4,1,3,16,7,7,7,7,5,4,6,10,6,9,-1,5,-1,2,-3,12,9,9,0,12,1,7,11,8,7,3,5,6,6,5,7,13,2,7,-3,9,-3,3,9,10,2,3,2,3,4,4,3,6,8,-1,27,3,19,14,7,1,4,11,1,6,5,20,10,2,6,0,7,5,3,-2,11,15,10,0,5,9,11,-1,1,-2,4,-1,7,5,12,2,-3,-3,1,7,5,10,5,4,4,8,2,5,21,5,9,-4,13,6,4,1,0,-1,7,4,6,1,3,3,0,3,1,2,1,5,2,-4,12,2,6,4,1,3,9,11,7,4,5,2,5,4,8,7,14,7,5,11,2,0,10,4,9,1,6,2,6,4,13,8,7,8,6,2,2,6,5,5,-1,4,0,-1,3,0,8,12,6,6,6,4,0.0,3.0,0.0,13.0,1.0,3.0,-3.0,-1.0,3.0,5.0,4.0,1.0,3.0,2.0,6.0,-1.0,4,3,-1,10,8,-2,3,6,17,12,0,-2,-1,2,2,5
LA,Los Angeles,Rams,Los Angeles Rams,DF,1,14,6,20,4,4,-3,4,7,9,3,6,12,3,3,4,14,3,15,22,8,10,7,14,9,4,18,6,9,2,5,14,7,4,3,9,-2,13,9,10,5,8,0,14,-4,10,3,13,8,3,6,8,23,9,10,6,27,5,10,23,19,4,12,6,5,0,0,8,1,16,5,7,7,0,-3,10,4,9,6,5,5,11,14,-2,7,-1,17,12,3,0,5,0,2,13,4,16,17,2,10,7,6,5,-2,1,16,10,7,0,-3,16,1,14,4,7,3,0,6,6,2,2,5,10,11,11,13,5,1,5,-3,-1,0,5,17,12,7,0,-5,3,5,3,2,7,13,6,5,6,-1,1,3,15,-3,9,4,6,3,5,-3,5,3,2,11,7,8,12,-2,12,3,14,5,-1,6,12,6,5,13,3,4,4,1,7,3,3,18,5,7,8,9,4,3,3,2,2,13,4,4,11,15,4,2,-3,5,5,23,14,11,1,22,6,8,1,2,3,14,28,3,8,7,22,13,6,2,13,14,4,-1,8,9,5,1,3,3,15,4,9,13,28,15,4,0,7,7,4,10,10,8,22,9,3,3,6,1,2,13,4,17,3,1,10,11,16,3,0,3,8,7,7,-1,0,-1,4,10,4,27,2,5,5,8,10,11,11,14,0,3,21,9,14,3,5,16.0,7.0,14.0,5.0,1.0,4.0,20.0,5.0,-1.0,5.0,20.0,9.0,8.0,1.0,7.0,16.0,9,7,8,5,2,6,20,8,16,8,0,17,10,-3,9,11
BAL,Baltimore,Ravens,Baltimore Ravens,DF,7,9,5,16,12,18,8,5,10,7,7,11,15,16,13,21,9,4,14,10,3,2,6,6,13,7,4,17,3,17,0,23,5,1,11,12,9,10,1,5,23,0,20,12,1,6,5,7,3,20,10,4,22,3,10,11,11,5,15,18,21,0,23,16,2,19,17,7,22,24,5,16,8,17,1,21,15,0,4,15,0,3,9,1,14,4,6,4,0,13,5,14,7,23,5,17,19,24,12,8,8,7,24,12,6,8,25,5,14,11,14,20,13,11,3,2,8,20,4,2,2,10,-1,5,-3,5,6,6,9,19,5,7,1,12,11,11,13,4,23,15,17,10,8,14,3,6,14,11,14,2,13,4,18,7,3,7,9,15,8,10,7,2,3,5,4,7,8,11,2,22,3,8,11,5,13,13,21,2,18,29,5,9,8,5,1,8,15,14,9,-1,5,4,17,10,1,12,12,2,-1,6,9,12,9,8,4,3,4,2,-2,9,14,8,6,7,5,4,12,2,13,0,2,8,-1,7,2,12,2,7,9,8,12,6,2,12,12,5,9,15,2,11,12,0,11,4,3,3,2,3,5,14,10,4,-1,2,8,3,5,9,13,1,6,7,9,7,13,1,8,12,4,5,3,1,19,16,-3,3,12,8,2,23,5,20,9,17,0,19,7,2,14.0,-1.0,6.0,6.0,9.5,15.0,3.0,-3.0,1.0,1.0,18.0,12.0,4.0,6.0,19.0,6.0,12,4,0,0,5,5,18,12,22,14,10,7,9,7,3,7
WAS,Washington,Redskins,Washington Redskins,DF,9,7,5,12,11,9,9,15,1,6,14,8,9,2,3,15,10,0,-2,9,6,16,5,13,10,4,4,6,10,0,15,5,3,-1,4,13,7,2,9,12,3,6,8,6,1,3,12,20,4,8,1,10,7,-3,5,9,7,8,6,0,15,5,6,-1,11,6,1,6,9,9,8,15,7,7,5,6,7,16,12,4,11,3,2,2,0,8,1,9,-1,10,9,10,13,18,5,20,1,3,6,7,0,3,-3,8,1,4,8,3,2,7,2,0,7,6,8,22,7,15,-2,7,5,2,3,3,9,7,9,8,5,8,7,2,1,4,4,2,7,5,7,4,4,2,8,3,5,6,2,10,7,6,3,4,8,8,4,2,13,-1,4,5,12,6,6,8,11,9,23,2,-4,6,3,1,6,1,9,3,15,7,5,11,6,3,6,4,6,4,5,1,2,12,1,7,5,13,9,3,11,15,5,1,2,14,7,2,5,6,9,8,12,1,9,20,2,7,13,5,2,3,4,5,-1,7,6,7,3,15,-1,0,3,0,4,10,1,2,9,2,4,3,7,-1,6,4,-1,9,9,7,2,4,13,-1,10,7,5,5,15,10,0,6,8,7,6,5,3,9,5,6,0,1,8,2,13,1,11,6,13,3,5,6,3,7,1,3,9,-2,9,9,13,6,10.0,5.0,7.0,1.0,6.0,15.0,14.0,1.0,14.0,9.0,3.0,1.0,1.0,13.0,3.0,5.0,0,2,4,8,5,10,7,5,2,3,15,11,6,1,0,0
